BenchTaxonName,BenchTaxonNameReferenceCode,TaxonConceptState,BiologicalCommunity,AlgalGroup,BenchTaxonProvisional,BenchTaxonHybrid,BU_ID,NADED_ID,BiodataTaxonName,BiodataCommonName,BiodataShortName,BiodataTaxonProvisional,BiodataTaxonHybrid,PublishedTaxonName,PublishedTaxonAuthority,ITIS_TSN,ITIS_MatchCode,PublishedSortOrder,PublishedTaxonLevel,ScientificName,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order_,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Variety,Form,TaxonVersionNumber
Peridiniopsis penardii (Lemmermann) Bourrelly,"",Current,Algae,Dinoflagellates,N,N,"","",Peridiniopsis penardii,"",PEPpenrd,N,N,Peridiniopsis penardii,(Lemmermann) Bourrelly,"","",3000075,Species,Peridiniopsis penardii (Lemmermann) Bourrelly,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridiniopsis,"",Peridiniopsis penardii,"","","",13.2
Peridiniopsis penardii,Popovsky 1990 Pg 200 Fig 218,Current,Algae,Dinoflagellates,N,N,"",1456002,Peridiniopsis penardii,"",PEPpenrd,N,N,Peridiniopsis penardii,(Lemmermann) Bourrelly,"","",3000076,Species,Peridiniopsis penardii (Lemmermann) Bourrelly,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridiniopsis,"",Peridiniopsis penardii,"","","",13.2
Peridiniopsis polonicum (Woloszynska) Bourrelly,"",Current,Algae,Dinoflagellates,N,N,"","",Peridiniopsis polonicum,"",PEPpolon,N,N,Peridiniopsis polonicum,(Woloszynska) Bourrelly,"","",3000077,Species,Peridiniopsis polonicum (Woloszynska) Bourrelly,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridiniopsis,"",Peridiniopsis polonicum,"","","",13.2
Peridiniopsis polonicum,Popovsky 1990 Pg 193 Fig 207,Current,Algae,Dinoflagellates,N,N,"",1456003,Peridiniopsis polonicum,"",PEPpolon,N,N,Peridiniopsis polonicum,(Woloszynska) Bourrelly,"","",3000078,Species,Peridiniopsis polonicum (Woloszynska) Bourrelly,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridiniopsis,"",Peridiniopsis polonicum,"","","",13.2
Peridinium cf. inconspicuum ANDRESEN,"",Retired,Algae,Dinoflagellates,Y,N,"",1457011,Peridinium,"",PER,Y,N,Peridinium,"","","",3000079,Genus,Peridinium,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"","","","","",13.2
Peridinium cf. pygmaeum ANDRESEN,"",Retired,Algae,Dinoflagellates,Y,N,"",1457012,Peridinium,"",PER,Y,N,Peridinium,"","","",3000080,Genus,Peridinium,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"","","","","",13.2
Peridinium sp.,"",Current,Algae,Dinoflagellates,Y,N,"",1457002,Peridinium,"",PER,Y,N,Peridinium,"","","",3000081,Genus,Peridinium,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"","","","","",13.2
Peridinium bipes Stein,"",Current,Algae,Dinoflagellates,N,N,"","",Peridinium bipes,"",PERbipe,N,N,Peridinium bipes,Stein,"","",3000082,Species,Peridinium bipes Stein,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium bipes,"","","",13.2
Peridinium bipes,Popovsky 1990 Pg 173 Fig 179,Current,Algae,Dinoflagellates,N,N,"",1457001,Peridinium bipes,"",PERbipe,N,N,Peridinium bipes,Stein,"","",3000083,Species,Peridinium bipes Stein,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium bipes,"","","",13.2
Peridinium cinctum (Möller) Ehrenberg,"",Current,Algae,Dinoflagellates,N,N,"","",Peridinium cinctum,"",PERcinct,N,N,Peridinium cinctum,(Möller) Ehrenberg,"","",3000084,Species,Peridinium cinctum (Möller) Ehrenberg,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium cinctum,"","","",13.2
Peridinium cinctum,Popovsky 1990 Pg 167 Fig 172,Current,Algae,Dinoflagellates,N,N,"",1457000,Peridinium cinctum,"",PERcinct,N,N,Peridinium cinctum,(Möller) Ehrenberg,"","",3000085,Species,Peridinium cinctum (Möller) Ehrenberg,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium cinctum,"","","",13.2
Peridinium inconspicuum Lemmermann,"",Current,Algae,Dinoflagellates,N,N,"","",Peridinium inconspicuum,"",PERincon,N,N,Peridinium inconspicuum,Lemmermann,"","",3000086,Species,Peridinium inconspicuum Lemmermann,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium inconspicuum,"","","",13.2
Peridinium inconspicuum,Prescott 1962 Pl 90 Figs 22-24,Current,Algae,Dinoflagellates,N,N,"",1457003,Peridinium inconspicuum,"",PERincon,N,N,Peridinium inconspicuum,Lemmermann,"","",3000087,Species,Peridinium inconspicuum Lemmermann,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium inconspicuum,"","","",13.2
Peridinium limbatum Lemmermann,"",Current,Algae,Dinoflagellates,N,N,"","",Peridinium limbatum,"",PERlimbt,N,N,Peridinium limbatum,Lemmermann,"","",3000088,Species,Peridinium limbatum Lemmermann,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium limbatum,"","","",13.2
Peridinium limbatum,Popovsky 1990 Pg 174 Fig 180,Current,Algae,Dinoflagellates,N,N,"",1457006,Peridinium limbatum,"",PERlimbt,N,N,Peridinium limbatum,Lemmermann,"","",3000089,Species,Peridinium limbatum Lemmermann,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium limbatum,"","","",13.2
Peridinium pusillum (Pennard) Lemmermann,"",Current,Algae,Dinoflagellates,N,N,"","",Peridinium pusillum,"",PERpusil,N,N,Peridinium pusillum,(Pennard) Lemmermann,"","",3000090,Species,Peridinium pusillum (Pennard) Lemmermann,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium pusillum,"","","",13.2
Peridinium pusillum,Prescott 1962 Pl 107 Figs 7-9,Current,Algae,Dinoflagellates,N,N,"",1457008,Peridinium pusillum,"",PERpusil,N,N,Peridinium pusillum,(Pennard) Lemmermann,"","",3000091,Species,Peridinium pusillum (Pennard) Lemmermann,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium pusillum,"","","",13.2
Peridinium volzii Lemmermann,"",Current,Algae,Dinoflagellates,N,N,"","",Peridinium volzii,"",PERvolzi,N,N,Peridinium volzii,Lemmermann,"","",3000092,Species,Peridinium volzii Lemmermann,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium volzii,"","","",13.2
Peridinium volzii,WhitandSch 1973 Pl 59 Fig 19,Current,Algae,Dinoflagellates,N,N,"",1457004,Peridinium volzii,"",PERvolzi,N,N,Peridinium volzii,Lemmermann,"","",3000093,Species,Peridinium volzii Lemmermann,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium volzii,"","","",13.2
Peridinium wierzejskii Woloszynska,"",Current,Algae,Dinoflagellates,N,N,"","",Peridinium wierzejskii,"",PERwierz,N,N,Peridinium wierzejskii,Woloszynska,"","",3000094,Species,Peridinium wierzejskii Woloszynska,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium wierzejskii,"","","",13.2
Peridinium wierzejskii,"",Current,Algae,Dinoflagellates,N,N,"",1457009,Peridinium wierzejskii,"",PERwierz,N,N,Peridinium wierzejskii,Woloszynska,"","",3000095,Species,Peridinium wierzejskii Woloszynska,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium wierzejskii,"","","",13.2
Peridinium wisconsinense Eddy,"",Current,Algae,Dinoflagellates,N,N,"","",Peridinium wisconsinense,"",PERwiscn,N,N,Peridinium wisconsinense,Eddy,"","",3000096,Species,Peridinium wisconsinense Eddy,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium wisconsinense,"","","",13.2
Peridinium wisconsinense,Popovsky 1990 Pg 181 Fig 193,Current,Algae,Dinoflagellates,N,N,"",1457007,Peridinium wisconsinense,"",PERwiscn,N,N,Peridinium wisconsinense,Eddy,"","",3000097,Species,Peridinium wisconsinense Eddy,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Peridinium,"",Peridinium wisconsinense,"","","",13.2
Woloszynskia coronata (Woloszyñska) Thompson,"",Current,Algae,Dinoflagellates,N,N,"","",Woloszynskia coronata,"",WOScoron,N,N,Woloszynskia coronata,(Woloszyñska) Thompson,"","",3000098,Species,Woloszynskia coronata (Woloszyñska) Thompson,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Woloszynskia,"",Woloszynskia coronata,"","","",13.2
Woloszynskia coronata (Woloszynska) Thompson,"",Retired,Algae,Dinoflagellates,N,N,"","",Woloszynskia coronata,"",WOScoron,N,N,Woloszynskia coronata,(Woloszyñska) Thompson,"","",3000099,Species,Woloszynskia coronata (Woloszyñska) Thompson,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Woloszynskia,"",Woloszynskia coronata,"","","",13.2
Woloszynskia coronata,Popovsky 1990 Pg 142 Fig 133,Current,Algae,Dinoflagellates,N,N,"",1480001,Woloszynskia coronata,"",WOScoron,N,N,Woloszynskia coronata,(Woloszyñska) Thompson,"","",3000100,Species,Woloszynskia coronata (Woloszyñska) Thompson,Pyrrhophyta,"","",Dinophyceae,"","","",Peridiniales,"","","",Peridiniaceae,"","",Woloszynskia,"",Woloszynskia coronata,"","","",13.2
"""Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 14µ) NAWQA 96 TS ""","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000101,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"""Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 16µ) NAWQA 96 TS ""","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000102,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"""Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 17µ) ""","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000103,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"""Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 20µ) NAWQA 96 TS ""","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000104,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"""Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 5 µ) ""","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000105,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"""Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid,10µ) NAWQA 96 TS ""","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000106,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"""Unknown Chlorophyte UL NAWQA TS (small coccoid, 25µ) ""","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000107,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"""Unknown Chlorophyte UL NAWQA TS (unkn coccoid, 10µ) ""","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000108,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"""Unknown Chlorophyte UL NAWQA WHIT (unkn coccoid, 15µ) ""","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000109,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"""Unknown Chlorophyte UL NAWQA WHIT (unkn coccoid, 18µ) ""","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000110,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"""Unknown Chlorophyte UL NAWQA WHIT (unkn coccoid, 7µ) NAWQA WHIT ""","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000111,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte (epiphyte),"",Retired,Algae,Green Algae,Y,N,"",799107,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000112,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte Chaetophorales,"",Retired,Algae,Green Algae,Y,N,"",799022,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000113,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte Chlorococcaceae,"",Retired,Algae,Green Algae,Y,N,"",799113,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000114,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte Chlorococcales sp.1 MEDP FWA,"",Retired,Algae,Green Algae,Y,N,"",799112,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000115,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte Filamentous,"",Retired,Algae,Green Algae,Y,N,"",799025,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000116,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte UL NAWQA 1996 TS (T-shape form),"",Retired,Algae,Green Algae,Y,N,"",799078,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000117,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte UL NAWQA 1996 TS (T-shape form) NAWQA 96 TS,"",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000118,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte UL NAWQA 1996 TS (oblong with apex),"",Retired,Algae,Green Algae,Y,N,"",799084,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000119,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 14µ)","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000120,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 14µ) NAWQA 96 TS","",Retired,Algae,Green Algae,Y,N,"",799082,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000121,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 16µ)","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000122,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 16µ) NAWQA 96 TS","",Retired,Algae,Green Algae,Y,N,"",799081,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000123,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 17µ)","",Retired,Algae,Green Algae,Y,N,"",799080,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000124,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 20µ)","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000125,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 20µ) NAWQA 96 TS","",Retired,Algae,Green Algae,Y,N,"",799071,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000126,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid, 5 µ)","",Retired,Algae,Green Algae,Y,N,"",799083,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000127,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid,10µ)","",Retired,Algae,Green Algae,Y,N,"",799070,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000128,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA 1996 TS (small coccoid,10µ) NAWQA 96 TS","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000129,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte UL NAWQA 1996 TS (triangle shape),"",Retired,Algae,Green Algae,Y,N,"",799077,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000130,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte UL NAWQA 1996 TS (triangle shape) NAWQA 96 TS,"",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000131,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte UL NAWQA TS (green oval colony),"",Retired,Algae,Green Algae,Y,N,"",799087,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000132,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte UL NAWQA TS (small coccoid 22 µ),"",Retired,Algae,Green Algae,Y,N,"",799079,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000133,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA TS (small coccoid, 25µ)","",Retired,Algae,Green Algae,Y,N,"",799088,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000134,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA TS (unkn coccoid, 10µ)","",Retired,Algae,Green Algae,Y,N,"",799075,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000135,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte UL NAWQA TS (unkn green),"",Retired,Algae,Green Algae,Y,N,"",799086,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000136,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA WHIT (unkn coccoid, 15µ)","",Retired,Algae,Green Algae,Y,N,"",799074,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000137,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA WHIT (unkn coccoid, 18µ)","",Retired,Algae,Green Algae,Y,N,"",799073,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000138,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA WHIT (unkn coccoid, 7µ)","",Retired,Algae,Green Algae,Y,N,"","",Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000139,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
"Unknown Chlorophyte UL NAWQA WHIT (unkn coccoid, 7µ) NAWQA WHIT","",Retired,Algae,Green Algae,Y,N,"",799076,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000140,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte Und. Palmellaceae,"",Retired,Algae,Green Algae,Y,N,"",799016,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000141,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte Und. Ulotricaceae,"",Retired,Algae,Green Algae,Y,N,"",799017,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000142,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte Und. Ulvaceae sp. 1 ANS CONN,"",Retired,Algae,Green Algae,Y,N,"",799018,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000143,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte Und. Ulvaceae sp. 1 ANS USNK,"",Retired,Algae,Green Algae,Y,N,"",799014,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000144,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte Und. Zygnemataceae,"",Retired,Algae,Green Algae,Y,N,"",799015,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000145,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte alga,"",Current,Algae,Green Algae,Y,N,"",799005,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000146,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte bicell sp.,"",Retired,Algae,Green Algae,Y,N,"",799114,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000147,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte coccoid,"",Deprecated,Algae,Green Algae,Y,N,"",799000,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000148,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte coccoid (1-3µ),"",Retired,Algae,Green Algae,Y,N,"",799008,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000149,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte coccoid (10-20um) NRSA IC JAH,"",Retired,Algae,Green Algae,Y,N,"",799116,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000150,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte coccoid (10µ) UL NAWQA WHIT,"",Retired,Algae,Green Algae,Y,N,"",799089,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000151,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte coccoid (13µ) UL NAWQA WHIT,"",Retired,Algae,Green Algae,Y,N,"",799090,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000152,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte coccoid (15µ) UL NAWQA WHIT,"",Retired,Algae,Green Algae,Y,N,"",799091,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000153,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte coccoid (18µ) UL NAWQA WHIT,"",Retired,Algae,Green Algae,Y,N,"",799092,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000154,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte coccoid (21µ) UL NAWQA WHIT,"",Retired,Algae,Green Algae,Y,N,"",799093,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000155,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte coccoid (26µ) UL NAWQA WHIT,"",Retired,Algae,Green Algae,Y,N,"",799094,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000156,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
Unknown Chlorophyte coccoid (3-5µ),"",Retired,Algae,Green Algae,Y,N,"",799009,Undetermined Chlorophyte,"","",Y,N,Chlorophyta,"","","",3000157,Phylum,Chlorophyta,Chlorophyta,"","","","","","","","","","","","","","","","","","","",13.2
