taxon_original;harmonized_taxon_names;revised_harmonized_taxon_name
Achnanthes lemmermannii;Planothidium lemmermannii;Planothidium lemmermannii
Achnanthes lemmermanni Hust. var. lemmermanni;Planothidium lemmermannii var lemmermannii;Planothidium lemmermannii var. lemmermannii
Planothidium rhombicuneatum;Planothidium rhombicuneatum;Planothidium rhombicuneatum
Planothidium rostratum;Planothidium rostratum;Planothidium rostratum
Planothidium  salvadoriana Longe-Bertelot;Planothidium salvadoriana;Planothidium salvadoriana
Planothidium salvadorianum (Hustedt) Lange-Bertalot;Planothidium salvadoriana;Planothidium salvadoriana
Planothidium sp. 1 COROICO;Planothidium sp. 1 COROICO;Planothidium sp. 1 COROICO
Planothidium sp.1 CHIRIACU;Planothidium sp.1 CHIRIACU;Planothidium sp.1 CHIRIACU
Planothidium spp;Planothidium spp.;Planothidium spp.
Planothidium spp;Planothidium spp.;Planothidium spp.
Planothidium spp;Planothidium spp.;Planothidium spp.
Platessa cf obscura;Platessa cf obscura;Platessa cf. obscura
Achnanthes hustedtii (Ktz.) Reim. var. hustedtii;Platessa hustedtii;Platessa hustedtii
Achnanthes stewartii Patr. var. stewartii ;Platessa stewartii;Platessa stewartii
Pleurosigma affine;Pleurosigma affine;Pleurosigma affine
Pleurosigma elongatum W. Sm. var. elongatum;Pleurosigma elongatum;Pleurosigma elongatum
Pleurosigma normanii ;Pleurosigma normanii;Pleurosigma normanii
Pleurosigma sp;Pleurosigma sp.1 DESCANSO;Pleurosigma sp.1 DESCANSO
Pleurosira laevis (Ehrenberg) CompŠre;Pleurosira laevis;Pleurosira laevis
Achnanthes sp (cf. A. curtissima);Psammothidium cf curtissimum;Psammothidium cf. curtissimum
Achnanthes sp (cf. A. curtissima);Psammothidium cf curtissimum;Psammothidium cf. curtissimum
Achnanthes sp. (A. cf. curtissima);Psammothidium cf curtissimum;Psammothidium cf. curtissimum
Psammothidium cf grischunum;Psammothidium cf grischunum;Psammothidium cf. grischunum
Psammothidium cf helveticum;Psammothidium cf helveticum;Psammothidium cf. helveticum
Psammothidium cf lacus-vulcani;Psammothidium cf lacus-vulcani;Psammothidium cf. lacus-vulcani
Achanthes childanos;Psammothidium chlidanos;Psammothidium chlidanos
Achnanthes chlidanos;Psammothidium chlidanos;Psammothidium chlidanos
Psammothidium grischunum;Psammothidium grischunum;Psammothidium grischunum
Psammothidium grischunum;Psammothidium grischunum;Psammothidium grischunum
Psammothidium grischunum;Psammothidium grischunum;Psammothidium grischunum
Psammothidium grischunum;Psammothidium grischunum;Psammothidium grischunum
Psammothidium grischunum;Psammothidium grischunum;Psammothidium grischunum
Psammothidium grischunum (Wuthrich) Bukhtiyarova et Round;Psammothidium grischunum;Psammothidium grischunum
Psammothidium lacus-vulcani;Psammothidium lacus-vulcani;Psammothidium lacus-vulcani
Psammothidium lacus-vulcani;Psammothidium lacus-vulcani;Psammothidium lacus-vulcani
Achnanthes lacus-vulcani;Psammothidium lacus-vulcani;Psammothidium lacus-vulcani
Achnanthes lacus-vulcani;Psammothidium lacus-vulcani;Psammothidium lacus-vulcani
Achnanthes lacus-vulcani;Psammothidium lacus-vulcani;Psammothidium lacus-vulcani
Psammothidium marginulatum;Psammothidium marginulatum;Psammothidium marginulatum
Psammothidium marginulatum;Psammothidium marginulatum;Psammothidium marginulatum
Psammothidium marginulatum;Psammothidium marginulatum;Psammothidium marginulatum
Psammothidiumÿmarginulatum;Psammothidium marginulatum;Psammothidium marginulatum
Achnanthes saccula;Psammothidium sacculus;Psammothidium sacculus
Achnanthes saccula;Psammothidium sacculus;Psammothidium sacculus
Achnanthes saccula;Psammothidium sacculus;Psammothidium sacculus
Achnanthes saccula;Psammothidium sacculus;Psammothidium sacculus
Achnanthes scotica;Psammothidium scoticum;Psammothidium scoticum
Psammothidium sp.1 NAPALE;Psammothidium sp.1 NAPALE;Psammothidium sp.1 NAPALE
Psammothidium subatomoides;Psammothidium subatomoides;Psammothidium subatomoides
Psammothidium subatomoides;Psammothidium subatomoides;Psammothidium subatomoides
Achnanthes subatomoides;Psammothidium subatomoides;Psammothidium subatomoides
Psammothidium subatomoides;Psammothidium subatomoides;Psammothidium subatomoides
Psammothidium subatomoides;Psammothidium subatomoides;Psammothidium subatomoides
Psammothidium subatomoides (Hustedt) Bukhtiyarova et Round;Psammothidium subatomoides;Psammothidium subatomoides
Achnanthes subatomoides;Psammothidium subatomoides;Psammothidium subatomoides
Achnanthes ventralis;Psammothidium subatomoides;Psammothidium subatomoides
Psammothidium subatomoides;Psammothidium subatomoides;Psammothidium subatomoides
Psammothidium subatomoides (Hustedt) Bukhtiyarova et Round;Psammothidium subatomoides;Psammothidium subatomoides
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Staurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Fragilaria brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistrata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Fragilaria brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaruosira  brevistriata (Grun. in Van Heurck) Williiams & Round;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata (Grunow) Williams et Round;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaurosira brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Fragilaria brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Fragilaria brevistriata;Pseudostaurosira brevistriata;Pseudostaurosira brevistriata
Pseudostaruosira  brevistriata var. capitata Her.;Pseudostaurosira brevistriata var capitata;Pseudostaurosira brevistriata var. capitata
Pseudostaurosira cf brevistriata var inflata;Pseudostaurosira cf brevistriata var inflata;Pseudostaurosira cf. brevistriata var. inflata
Pseudostaurosira cf decipiens;Pseudostaurosira cf decipiens;Pseudostaurosira cf. decipiens
Fragilaria cf elliptica;Pseudostaurosira cf elliptica;Pseudostaurosira cf. elliptica
Pseudostaurosira cf elliptica;Pseudostaurosira cf elliptica;Pseudostaurosira cf. elliptica
Fragilaria cf elliptica;Pseudostaurosira cf elliptica;Pseudostaurosira cf. elliptica
Pseudostaurosira cf kjotsunarum;Pseudostaurosira cf kjotsunarum;Pseudostaurosira cf. kjotsunarum
Staurosira cf laucensis;Pseudostaurosira cf laucensis;Pseudostaurosira cf. laucensis
Pseudostaurosira cf leptostauron;Pseudostaurosira cf leptostauron;Pseudostaurosira cf. leptostauron
Pseudostaurosira cf sajamaensis;Pseudostaurosira cf sajamaensis;Pseudostaurosira cf. sajamaensis
Pseudostaurosira elliptica;Pseudostaurosira elliptica;Pseudostaurosira elliptica
Pseudostaurosira elliptica;Pseudostaurosira elliptica;Pseudostaurosira elliptica
Staurosira elliptica;Pseudostaurosira elliptica;Pseudostaurosira elliptica
Pseudostaurosira elliptica;Pseudostaurosira elliptica;Pseudostaurosira elliptica
Staurosira laucensis;Pseudostaurosira laucensis;Pseudostaurosira laucensis
Staurosira laucensis;Pseudostaurosira laucensis;Pseudostaurosira laucensis
Pseudostaurosira laucensis (Lange-Bertalot et Rumrich) Morales et Vis;Pseudostaurosira laucensis;Pseudostaurosira laucensis
Staurosira laucensis var vulpina;Pseudostaurosira laucensis var vulpina;Pseudostaurosira laucensis var. vulpina
Staurosira laucensis vulpina;Pseudostaurosira laucensis var vulpina;Pseudostaurosira laucensis var. vulpina
Pseudostaurosira laucensis var vulpina;Pseudostaurosira laucensis var vulpina;Pseudostaurosira laucensis var. vulpina
Staurosira laucensis var vulpina;Pseudostaurosira laucensis var vulpina;Pseudostaurosira laucensis var. vulpina
Pseudostaurosira   laucensis var vulpina;Pseudostaurosira laucensis var vulpina;Pseudostaurosira laucensis var. vulpina
Fragilaria (Pseudostaurosira) parasitica;Pseudostaurosira parasitica;Pseudostaurosira parasitica
Fragilaria parasitica;Pseudostaurosira parasitica;Pseudostaurosira parasitica
Pseudostaurosira parasitica;Pseudostaurosira parasitica;Pseudostaurosira parasitica
Synedra parasitica;Pseudostaurosira parasitica;Pseudostaurosira parasitica
Synedra parasitica;Pseudostaurosira parasitica;Pseudostaurosira parasitica
Synedra parasitica;Pseudostaurosira parasitica;Pseudostaurosira parasitica
Staurosira pseudoconstruens;Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens
Fragilaria pseudoconstruens;Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens
Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens
Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens
Staurosriella pseudoconstruens;Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens
Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens
Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens
Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens
Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens;Pseudostaurosira pseudoconstruens
Pseudostaurosira sp.1 CHIQUITA;Pseudostaurosira sp.1 CHIQUITA;Pseudostaurosira sp.1 CHIQUITA
Pseudostaurosira sp.1 LAKE34;Pseudostaurosira sp.1 LAKE34;Pseudostaurosira sp.1 LAKE34
Pseudostaurosira sp.1 LAKE34;Pseudostaurosira sp.1 LAKE34;Pseudostaurosira sp.1 LAKE34
Pseudostaurosira sp.1 MISCANTI;Pseudostaurosira sp.1 MISCANTI;Pseudostaurosira sp.1 MISCANTI
Pseudostaurosira spp;Pseudostaurosira spp.;Pseudostaurosira spp.
Pseudostaurosira spp;Pseudostaurosira spp.;Pseudostaurosira spp.
Pseudostaurosira sp.;Pseudostaurosira spp.;Pseudostaurosira spp.
Pseudostaurosira subsalina;Pseudostaurosira subsalina;Pseudostaurosira subsalina
Pseudostaurosira subsalina;Pseudostaurosira subsalina;Pseudostaurosira subsalina
Staurosira construens subsalina;Pseudostaurosira subsalina;Pseudostaurosira subsalina
Staurosira  construens var. subsalina (Hust.) Ehrenberg;Pseudostaurosira subsalina;Pseudostaurosira subsalina
Pseudostaurosira subsalina;Pseudostaurosira subsalina;Pseudostaurosira subsalina
Staurosira construens var. subsalina;Pseudostaurosira subsalina;Pseudostaurosira subsalina
Pseudostaurosira subsalina;Pseudostaurosira subsalina;Pseudostaurosira subsalina
Staurosira construens f. subsalina;Pseudostaurosira subsalina;Pseudostaurosira subsalina
Staurosira construens f. subsalina;Pseudostaurosira subsalina;Pseudostaurosira subsalina
Fragilaria zeilleri;Pseudostaurosira zeilleri;Pseudostaurosira zeilleri
Pseudostaurosira zeilleri;Pseudostaurosira zeilleri;Pseudostaurosira zeilleri
Pseudostaurosira cf zeilleri;Pseudostaurosira zeilleri;Pseudostaurosira zeilleri
Pseudostaurosira zeilleri;Pseudostaurosira zeilleri;Pseudostaurosira zeilleri
Fragilaria zeilleri;Pseudostaurosira zeilleri;Pseudostaurosira zeilleri
"Ps. zeilleri var. ""capitellata"", & g.v.";Pseudostaurosira zeilleri var capitellata;Pseudostaurosira zeilleri var. capitellata
Pseudostaurosira zeilleri var capitellata;Pseudostaurosira zeilleri var capitellata;Pseudostaurosira zeilleri var. capitellata
Pseudostaurosira zeilleri var. elliptica;Pseudostaurosira zeilleri var elliptica;Pseudostaurosira zeilleri var. elliptica
Pseudostaurosira zeilleri var elliptica;Pseudostaurosira zeilleri var elliptica;Pseudostaurosira zeilleri var. elliptica
Pseudostaurosira cf zeilleri var elliptica;Pseudostaurosira zeilleri var elliptica;Pseudostaurosira zeilleri var. elliptica
Fragilaria zeilleri var elliptica;Pseudostaurosira zeilleri var elliptica;Pseudostaurosira zeilleri var. elliptica
Pseudostaurosira zeilleri var. elliptica;Pseudostaurosira zeilleri var elliptica;Pseudostaurosira zeilleri var. elliptica
Pseudostaurosira zeilleri var. elliptica;Pseudostaurosira zeilleri var elliptica;Pseudostaurosira zeilleri var. elliptica
Reimeria sinuata;Reimeria sinuata;Reimeria sinuata
Reimeria sinuata;Reimeria sinuata;Reimeria sinuata
Reimeria sinuata;Reimeria sinuata;Reimeria sinuata
Reimeria sinuata;Reimeria sinuata;Reimeria sinuata
Reimeria sinuata;Reimeria sinuata;Reimeria sinuata
Reimeria sinuata (Gregory) Kociolek et Stoermer;Reimeria sinuata;Reimeria sinuata
Cymbella sinuata;Reimeria sinuata;Reimeria sinuata
Cymbella sinuata;Reimeria sinuata;Reimeria sinuata
Reimeria sinuata (Gregory) Kociolek et Stoermer;Reimeria sinuata;Reimeria sinuata
Reimeria sinuata;Reimeria sinuata;Reimeria sinuata
Reimeria uniseriata Sala, Guerrero & Ferrario ;Reimeria uniseriata;Reimeria uniseriata
Rhoicosphenia abbreviata;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphenia abbreviata;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphenia abbreviata;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphenia abbreviata;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphenia abbreviata;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphenia abbreviata;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphenia abbreviata;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphaenia curvata (Ktz.) Grun. ex Rabh. var. curvata;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphenia abbreviata;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphenia abbreviata;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Roicosphenia abbreviata (Agardh) Lange-Bertalot  ;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphenia abbreviata (Agardh) Lange-Bertalot;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphenia abbreviata (Agardh) Lange-Bertalot;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphenia abbreviata;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphenia curvata;Rhoicosphenia abbreviata;Rhoicosphenia abbreviata
Rhoicosphaenia  eriensis H. Smith var. erienses;Rhoicosphenia eriensis;Rhoicosphenia eriensis
Gomphonema abbreviatum;Rhoicospheniaÿabbreviata;Rhoicospheniaÿabbreviata
Rhopalodia acuminatum;Rhopalodia acuminatum;Rhopalodia acuminatum
Rhopalodia brebissoni;Rhopalodia brebissoni;Rhopalodia brebissoni
Rhopalodia brebissonii;Rhopalodia brebissoni;Rhopalodia brebissoni
Rhopalodia brebissoni Krammer   ;Rhopalodia brebissoni;Rhopalodia brebissoni
Rhopalodia cf gibberula;Rhopalodia cf gibberula;Rhopalodia cf. gibberula
Rhopalodia constricta;Rhopalodia constricta;Rhopalodia constricta
Rhopalodia constricta;Rhopalodia constricta;Rhopalodia constricta
Rhopalodia constricta (W. Smith) Krammer  ;Rhopalodia constricta;Rhopalodia constricta
Rhopalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rophalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rophalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia  gibba (Ehr.) O. M. var. gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba ;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba (Ehrenberg) O. Mu?ller ;Rhopalodia gibba;Rhopalodia gibba
Rhopaloidea gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba;Rhopalodia gibba;Rhopalodia gibba
Rhopalodia gibba var minuta;Rhopalodia gibba var minuta;Rhopalodia gibba var. minuta
Rhopalodia gibba var parallela;Rhopalodia gibba var parallela;Rhopalodia gibba var. parallela
Rhopalodia  gibba var. ventricosa (Ktz.) H. & M. Perag.;Rhopalodia gibba var ventricosa;Rhopalodia gibba var. ventricosa
Rophalodia gibberula;Rhopalodia gibberula;Rhopalodia gibberula
Rhopalodia gibberula;Rhopalodia gibberula;Rhopalodia gibberula
Rhopalodia gibberula;Rhopalodia gibberula;Rhopalodia gibberula
Rhopalodia gibberula;Rhopalodia gibberula;Rhopalodia gibberula
Rhopalodia gibberula (Ehr.) O. M. var. gibberula;Rhopalodia gibberula;Rhopalodia gibberula
Rhopalodia gibberula (Ehrenberg) O. Mu?ller ;Rhopalodia gibberula;Rhopalodia gibberula
Rhopalodia gibberula;Rhopalodia gibberula;Rhopalodia gibberula
Rhopalodia  gibberula var. vanheurckii O. M.;Rhopalodia gibberula var vanhuerckii;Rhopalodia gibberula var. vanhuerckii
Rhopalodia musculus;Rhopalodia musculus;Rhopalodia musculus
Rhopalodia musculus;Rhopalodia musculus;Rhopalodia musculus
Rhopalodia musculus;Rhopalodia musculus;Rhopalodia musculus
Rhopalodia musculus (Ktz)O. M  ller var. musculus;Rhopalodia musculus;Rhopalodia musculus
Rhopalodia musculus;Rhopalodia musculus;Rhopalodia musculus
Rhopalodia pacifica;Rhopalodia pacifica;Rhopalodia pacifica
Rhopalodia paralella(Grun.)O.M. var parallela;Rhopalodia paralella;Rhopalodia paralella
Rhopalodia  sp. 1 (60æm, 10æm, 5 costae/10æm, 4 alveoli/costae);Rhopalodia sp.1;Rhopalodia sp.1
Rhopalodia sp;Rhopalodia sp.1 DESCANSO;Rhopalodia sp.1 DESCANSO
Rhopalodia wetzeli;Rhopalodia wetzelii;Rhopalodia wetzelii
Rhopalodia wetzelii;Rhopalodia wetzelii;Rhopalodia wetzelii
Rophalodia rupestris;Rophalodia rupestris;Rophalodia rupestris
Rhopalodia rupestris (W. Smith) Krammer   ;Rophalodia rupestris;Rophalodia rupestris
Rophalodia spp;Rophalodia spp.;Rophalodia spp.
Achnanthes petersenii;Rossithidium petersenii;Rossithidium petersenii
Achnanthes petersenii;Rossithidium petersenii;Rossithidium petersenii
Achnanthes pusilla Grunow in Cleve. & Grun;Rossithidium pusillum;Rossithidium pusillum
Achnanthes pusilla;Rossithidium pusillum;Rossithidium pusillum
Scoliopleura peisonis;Scoliopleura peisonis;Scoliopleura peisonis
Scoliopleura peisonis;Scoliopleura peisonis;Scoliopleura peisonis
Sellaphora aff americana;Sellaphora aff americana;Sellaphora aff. americana
Sellaphora aff americana;Sellaphora aff americana;Sellaphora aff. americana
Sellaphora bacillum;Sellaphora bacillum;Sellaphora bacillum
Sellaphora  bacillum (Ehr.) D.G. Mann;Sellaphora bacillum;Sellaphora bacillum
Sellaphora  bacillum Ehr. var. bacillum;Sellaphora bacillum;Sellaphora bacillum
Sellaphora bacillum;Sellaphora bacillum;Sellaphora bacillum
Navicula bacillum;Sellaphora bacillum;Sellaphora bacillum
Sellaphora cf rectangularis;Sellaphora cf rectangularis;Sellaphora cf. rectangularis
Sellaphora cf. seminulum (Grunow) Mann;Sellaphora cf seminulum;Sellaphora cf. seminulum
Navicula disjuncta;Sellaphora disjuntca;Sellaphora disjuntca
Navicula disjuncta;Sellaphora disjuntca;Sellaphora disjuntca
Sellaphora laevissima;Sellaphora laevissima;Sellaphora laevissima
Navicula laevissima;Sellaphora laevissima;Sellaphora laevissima
Sellaphora laevissima ;Sellaphora laevissima;Sellaphora laevissima
Sellaphora laevissima;Sellaphora laevissima;Sellaphora laevissima
Sellaphora laevissima;Sellaphora laevissima;Sellaphora laevissima
Sellaphora laevissima;Sellaphora laevissima;Sellaphora laevissima
Sellaphora laevissima;Sellaphora laevissima;Sellaphora laevissima
Sellaphora  laevissima (Ktz.) Mann;Sellaphora laevissima;Sellaphora laevissima
Sellaphora laevissima ;Sellaphora laevissima;Sellaphora laevissima
Sellaphora laevissima;Sellaphora laevissima;Sellaphora laevissima
Sellaphora pseudopupula;Sellaphora laevissima;Sellaphora laevissima
Sellaphora laevissima;Sellaphora laevissima;Sellaphora laevissima
Sellaphora laevissima;Sellaphora laevissima;Sellaphora laevissima
Sellaphora laevissima;Sellaphora laevissima;Sellaphora laevissima
Navicula laevissima;Sellaphora laevissima;Sellaphora laevissima
Navicula laticeps;Sellaphora laticeps;Sellaphora laticeps
Sellaphora pupula var. mutata (Ktz.) Hust.;Sellaphora mutata;Sellaphora mutata
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Navicula pupula var. pupula;Sellaphora pupula;Sellaphora pupula
Navicula pupula;Sellaphora pupula;Sellaphora pupula
Navicula pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Navicula pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula sensu;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula sensu;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula (Ktz.) Meereschkowsky var. pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula var. Capitata;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula Ku?tzing    ;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Sellaphora pupula;Sellaphora pupula;Sellaphora pupula
Navicula pupula;Sellaphora pupula;Sellaphora pupula
Navicula pupula var. aqueductae;Sellaphora pupula var aqueductae;Sellaphora pupula var. aqueductae
Sellaphora  pupula var. capitata S.& M.;Sellaphora pupula var capitata;Sellaphora pupula var. capitata
Sellaphora capitata;Sellaphora pupula var capitata;Sellaphora pupula var. capitata
Sellaphora capitata;Sellaphora pupula var capitata;Sellaphora pupula var. capitata
Sellaphora  pupula var. elliptica (Hust.) Mann;Sellaphora pupula var elliptica;Sellaphora pupula var. elliptica
Sellaphora rectangularis;Sellaphora rectangularis;Sellaphora rectangularis
Navicula pupula var rectangularis;Sellaphora rectangularis;Sellaphora rectangularis
Sellaphora rectangularis;Sellaphora rectangularis;Sellaphora rectangularis
Sellaphora pupula var. rectangularis (Greg.) Grun.;Sellaphora rectangularis;Sellaphora rectangularis
Sellaphora rectangularis;Sellaphora rectangularis;Sellaphora rectangularis
Sellaphora  pupula var. rostrata (Hust.) Round;Sellaphora rostrata;Sellaphora rostrata
Sellaphora cf seminulum;Sellaphora seminulum;Sellaphora seminulum
Sellaphora seminulum;Sellaphora seminulum;Sellaphora seminulum
Sellaphora seminulum;Sellaphora seminulum;Sellaphora seminulum
Navicula  seminulum (Grun.) Mann;Sellaphora seminulum;Sellaphora seminulum
Naviculadicta seminulum;Sellaphora seminulum;Sellaphora seminulum
Sellaphora seminulum (Grunow) Mann;Sellaphora seminulum;Sellaphora seminulum
Navicula seminulum;Sellaphora seminulum;Sellaphora seminulum
Navicula seminulum;Sellaphora seminulum;Sellaphora seminulum
Sellaphora seminulum (Grunow) Mann;Sellaphora seminulum;Sellaphora seminulum
Sellaphora sp. 1 TOTORA;Sellaphora sp. 1 TOTORA;Sellaphora sp. 1 TOTORA
Sellaphora sp;Sellaphora sp.1 CIENAGAS;Sellaphora sp.1 CIENAGAS
Sellaphora sp.1 FONDODOCHA;Sellaphora sp.1 FONDODOCHA;Sellaphora sp.1 FONDODOCHA
Sellaphora sp.1 GAIBA;Sellaphora sp.1 GAIBA;Sellaphora sp.1 GAIBA
Sellaphora sp.1 VERMELHA;Sellaphora sp.1 VERMELHA;Sellaphora sp.1 VERMELHA
Sellaphora spp;Sellaphora spp.;Sellaphora spp.
Sellaphora spp;Sellaphora spp.;Sellaphora spp.
Sellaphora sp.;Sellaphora spp.;Sellaphora spp.
Sellaphora sp.    ;Sellaphora spp.;Sellaphora spp.
Navicula submuralis;Sellaphora submuralis;Sellaphora submuralis
Navicula submuralis Hustedt;Sellaphora submuralis;Sellaphora submuralis
Navicula subrotundata;Sellaphora subrotundata;Sellaphora subrotundata
Navicula verecunda;Sellaphora verecunda;Sellaphora verecunda
Navicula vitabunda;Sellaphora vitabunda;Sellaphora vitabunda
Navicula vitabunda;Sellaphora vitabunda;Sellaphora vitabunda
Navicula vitabunda;Sellaphora vitabunda;Sellaphora vitabunda
Navicula  wittrockii (Lag.) A. Cl.;Sellaphora wittrockii;Sellaphora wittrockii
Amphora strigosa;Seminavis strigosa;Seminavis strigosa
Simonsenia delognei (Grunow) Lange-Bertalot;Simonsenia delognei;Simonsenia delognei
Fragilaria exiguiformis;Stauroforma exiguiformis;Stauroforma exiguiformis
Fragilaria exiguiformis;Stauroforma exiguiformis;Stauroforma exiguiformis
Fragilaria exiguiformis;Stauroforma exiguiformis;Stauroforma exiguiformis
Stauroneis  acuta W. Sm. var. acuta;Stauroneis acuta;Stauroneis acuta
Stauroneis agrestis;Stauroneis agrestis;Stauroneis agrestis
Stauroneis anceps;Stauroneis anceps;Stauroneis anceps
Stauroneis anceps;Stauroneis anceps;Stauroneis anceps
Stauroneis anceps;Stauroneis anceps;Stauroneis anceps
Stauroneis anceps;Stauroneis anceps;Stauroneis anceps
Stauroneis anceps;Stauroneis anceps;Stauroneis anceps
Stauroneis anceps;Stauroneis anceps;Stauroneis anceps
Stauroneis  anceps Ehr. var. anceps;Stauroneis anceps;Stauroneis anceps
Stauroneis  anceps fo. gracilis (Ehr.) Cleve.;Stauroneis anceps;Stauroneis anceps
Stauroneis anceps;Stauroneis anceps;Stauroneis anceps
