collection;species_original;genera_harmonised;species_harmonised
Ecuador-Kannan;Pinnularia  brebissonii var. 1 (85Êm, 16Êm, 10-12 striae/10Êm);Pinnularia;Pinnularia brebissonii var 1
Ecuador-Kannan;Pinnularia brebissonii var. diminuta (Grun.) Cl. ;Pinnularia;Pinnularia brebissonii var diminuta
Ecuador-Kannan;Pinnularia  brevicostata Cl. var. brevicostata;Pinnularia;Pinnularia brevicostata
Ecuador-Kannan;Pinnularia brevicostata;Pinnularia;Pinnularia brevicostata
Ecuador-Kannan;Pinnularia  brevicostata Cl. var. 1 (92Êm, 15Êm, 7-8 striae/10Êm);Pinnularia;Pinnularia brevicostata var 1
Ecuador-Kannan;Pinnularia burkii Patr. var. burkii;Pinnularia;Pinnularia burkii
Ecuador-Kannan;Pinnularia carlsonii Carl. var. carlsonii;Pinnularia;Pinnularia carlsonii
Ecuador-Kannan;Pinnularia cuyabenensis DeO. var. cuyabenensis;Pinnularia;Pinnularia cuyabenensis
Ecuador-Kannan;Pinnularia  dactylus var. demerarae Cl.;Pinnularia;Pinnularia dactylus var demerarae
Ecuador-Kannan;Pinnularia divergens W. Sm. var. divergens;Pinnularia;Pinnularia divergens 
Ecuador-Kannan;Pinnularia divergens var. parallela (Grun) Patr.;Pinnularia;Pinnularia divergens var parallela
Ecuador-Kannan;Pinnularia divergentissima (Grun.) Cl. var. divergentissima;Pinnularia;Pinnularia divergentissima
Ecuador-Kannan;Pinnularia  flexuosa Cl. var. flexuosa;Pinnularia;Pinnularia flexuosa
Ecuador-Kannan;Pinnularia  gentilis (Donk.) Cl. var. gentilis;Pinnularia;Pinnularia gentilis
Ecuador-Kannan;Pinnularia gentilis;Pinnularia;Pinnularia gentilis
Ecuador-Kannan;Pinnularia  gibba var. sancta Hust.;Pinnularia;Pinnularia gibba var sancta
Ecuador-Kannan;Pinnularia  globiceps Greg. var. globiceps;Pinnularia;Pinnularia globiceps
Ecuador-Kannan;Pinnularia  graciloides Hust. var. graciloides;Pinnularia;Pinnularia graciloides
Ecuador-Kannan;Pinnularia  hartleyana Grev. var. hartleyana;Pinnularia;Pinnularia hartleyana
Ecuador-Kannan;Pinnularia  hemiptera var. caloneiformis Mang. ;Pinnularia;Pinnularia hemiptera var caloneiformis
Ecuador-Kannan;Pinnularia  hilseana Jan. var. hilseana;Pinnularia;Pinnularia hilseana
Ecuador-Kannan;Pinnularia  hyalina Hust. var. hyalina;Pinnularia;Pinnularia hyalina
Ecuador-Kannan;Pinnularia  hyalina var. cuyabenensis DeO.;Pinnularia;Pinnularia hyalina var cuyabenensis
Ecuador-Kannan;Pinnularia acuminata var. instabilis (A. S.) Patr.;Pinnularia;Pinnularia instabilis
Ecuador-Kannan;Pinnularia  intermedia (Lag.) Cl. var. intermedia;Pinnularia;Pinnularia intermedia 
Ecuador-Kannan;Pinnularia  interrupta W. Sm. var. interrupta;Pinnularia;Pinnularia interrupta
Ecuador-Kannan;Pinnularia  parva var. lagerstedtii Cl. f. interrupta Ptrsn.;Pinnularia;Pinnularia lagerstedtii
Ecuador-Kannan;Pinnularia  lata (Breb.) Tabh. var. lata;Pinnularia;Pinnularia lata
Ecuador-Kannan;Pinnularia  latevittata Cl. var. latevittata;Pinnularia;Pinnularia latevittata
Ecuador-Kannan;Pinnularia  latevittata var. domingensis Boyer;Pinnularia;Pinnularia latevittata var domingensis
Ecuador-Kannan;Pinnularia  maior var. maior f. hyalina Hust.;Pinnularia;Pinnularia maior
Ecuador-Kannan;Pinnularia maior (KÅtz.) Rabh. var. maior;Pinnularia;Pinnularia maior
Ecuador-Kannan;Pinnularia maior var. pulchella Boyer;Pinnularia;Pinnularia maior var pulchella
Ecuador-Kannan;Pinnularia  mesogongyla Ehr. var. mesogongyla   ;Pinnularia;Pinnularia mesogongyla
Ecuador-Kannan;Pinnularia  mesolepta (Ehr.) W. Sm. var. mesolepta;Pinnularia;Pinnularia mesolepta 
Ecuador-Kannan;Pinnularia  mica C. & D. var. mica;Pinnularia;Pinnularia mica
Ecuador-Kannan;Pinnularia  microstauron (Ehr.) Cl. var. microstauron;Pinnularia;Pinnularia microstauron
Ecuador-Kannan;Pinnularia microstauron ;Pinnularia;Pinnularia microstauron
Ecuador-Kannan;Pinnularia  mormonorum (Grun.) Patr. var. mormonorum;Pinnularia;Pinnularia mormonorum
Ecuador-Kannan;Pinnularia nobilis ;Pinnularia;Pinnularia nobilis
Ecuador-Kannan;Pinnularia nobilis (Ehr.) Ehr. var. nobilis ;Pinnularia;Pinnularia nobilis
Ecuador-Kannan;Pinnularia  nodosa var. pseudogracillima Mayer;Pinnularia;Pinnularia nodosa var pseudogracillima
Ecuador-Kannan;Pinnularia  obliquestriata A. Cl. var. obliquestriata;Pinnularia;Pinnularia obliquestriata
Ecuador-Kannan;Pinnularia  obliquestriata Cleve-Euler var. continua A. Cl.;Pinnularia;Pinnularia obliquestriata var continua
Ecuador-Kannan;Pinnularia  parva (Ehr.) Rabh. var. parva;Pinnularia;Pinnularia parva
Ecuador-Kannan;Pinnularia  peragalli Fren. var. peragalli;Pinnularia;Pinnularia peragalli
Ecuador-Kannan;Pinnularia  platycephala (Ehr.) Cl. var. platycephala;Pinnularia;Pinnularia platycephala
Ecuador-Kannan;Pinnularia  rostratissima Hust. var. rostratissima;Pinnularia;Pinnularia rostratissima
Ecuador-Kannan;Pinnularia  ruttneri Hust. var. ruttneri;Pinnularia;Pinnularia ruttneri
Ecuador-Kannan;Pinnularia siona DeO. var. siona;Pinnularia;Pinnularia siona
Ecuador-Kannan;Pinnularia  sp. 1;Pinnularia;Pinnularia sp.1
Ecuador-Kannan;Pinnularia sp.  10;Pinnularia;Pinnularia sp.10
Ecuador-Kannan;Pinnularia  sp.  11;Pinnularia;Pinnularia sp.11
Ecuador-Kannan;Pinnularia sp. 12;Pinnularia;Pinnularia sp.12
Ecuador-Kannan;Pinnularia sp. 2 (47Êm, 10Êm, 10 striae/10Êm);Pinnularia;Pinnularia sp.2
Ecuador-Kannan;Pinnularia sp. 2;Pinnularia;Pinnularia sp.2 GALAPAGOS
Ecuador-Kannan;Pinnularia sp. 3 (100Êm, 17.5Êm, 7 striae/10Êm);Pinnularia;Pinnularia sp.3
Ecuador-Kannan;Pinnularia sp. 3;Pinnularia;Pinnularia sp.3 GALAPAGOS
Ecuador-Kannan;Pinnularia sp. 4 (120Êm, 13Êm, 9 striae/10Êm);Pinnularia;Pinnularia sp.4
Ecuador-Kannan;Pinnularia  sp. 5 (19Êm, 8Êm, 7 striae/10Êm);Pinnularia;Pinnularia sp.5
Ecuador-Kannan;Pinnularia  sp. 6 (80Êm, 13Êm, 8 striae/10Êm);Pinnularia;Pinnularia sp.6
Ecuador-Kannan;Pinnularia  sp. 7 (58Êm, 8Êm, 13 striae/10Êm);Pinnularia;Pinnularia sp.7
Ecuador-Kannan;Pinnularia sp. 8 (78-98Êm, 16Êm, 10 striae/10Êm);Pinnularia;Pinnularia sp.8
Ecuador-Kannan;Pinnularia  sp. 9 (A);Pinnularia;Pinnularia sp.9
Ecuador-Kannan;Pinnularia  stauroptera (Rabh.) Cl. var. stauroptera;Pinnularia;Pinnularia stauroptera
Ecuador-Kannan;Pinnularia stomatophora Grun. var. stimatophora;Pinnularia;Pinnularia stomatophora 
Ecuador-Kannan;Pinnularia streptaraphe Cl. var. streptaraphe;Pinnularia;Pinnularia streptoraphe
Ecuador-Kannan;Pinnularia streptaraphe Cl. var. acuta;Pinnularia;Pinnularia streptoraphe var acuta
Ecuador-Kannan;Pinnularia  streptaraphe var. subacuta Fren.;Pinnularia;Pinnularia streptoraphe var subacuta
Ecuador-Kannan;Pinnularia subcapitata Greg. var. subcapitata;Pinnularia;Pinnularia subcapitata
Ecuador-Kannan;Pinnularia subcapitata var. Paucistriata;Pinnularia;Pinnularia subcapitata var paucistriata
Ecuador-Kannan;Pinnularia subcapitata var. paucistriata (Grun.) Cl.;Pinnularia;Pinnularia subcapitata var paucistriata
Ecuador-Kannan;Pinnularia  sudetica Hilse var. sudetica;Pinnularia;Pinnularia sudetica
Ecuador-Kannan;Pinnularia  tabellaria Ehr. var. tabellaria;Pinnularia;Pinnularia tabellaria
Ecuador-Kannan;Pinnularia  viridis var. transversa Cl.;Pinnularia;Pinnularia transversa
Ecuador-Kannan;Pinnularia  viridis var. minor Cl.;Pinnularia;Pinnularia viridis var minor
Ecuador-Kannan;Navicula  elginensis var. neglecta (KÅtz.) Patr.;Placoneis;Placoneis elginensis var neglecta
Ecuador-Kannan;Navicula  elginensis (Greg.) Ralfs var. elginensis;Placoneis;Placoneis elginesis
Ecuador-Kannan;Navicula explanata;Placoneis;Placoneis explanata
Ecuador-Kannan;Navicula explanata Hust. var. explanata;Placoneis;Placoneis explanata
Ecuador-Kannan;Navicula placentula (Ehr.) Kutz. var. placentula;Placoneis;Placoneis placentula
Ecuador-Kannan;Plagiotropis vitrea;Plagiotropis;Plagiotropis vitrea
Ecuador-Kannan;Achnanthes deliculata ssp. hauckiana (Grun.) Lange-Bertalot;Planothidium;Planothidium delicatulum ssp hauckiana
Ecuador-Kannan;Planothidium  dubium Lange-Bertalot;Planothidium;Planothidium dubium
Ecuador-Kannan;Achnanthes lanceolata;Planothidium;Planothidium lanceolatum
Ecuador-Kannan;Planothidium  lanceolatum Lange-Bertalot;Planothidium;Planothidium lanceolatum
Ecuador-Kannan;Achnanthes lemmermanni Hust. var. lemmermanni;Planothidium;Planothidium lemmermannii var lemmermannii
Ecuador-Kannan;Planothidium  salvadoriana Longe-Bertelot;Planothidium;Planothidium salvadoriana
Ecuador-Kannan;Achnanthes hustedtii (KÅtz.) Reim. var. hustedtii;Platessa;Platessa hustedtii
Ecuador-Kannan;Achnanthes stewartii Patr. var. stewartii ;Platessa;Platessa stewartii
Ecuador-Kannan;Pleurosigma affine;Pleurosigma;Pleurosigma affine
Ecuador-Kannan;Pleurosigma elongatum W. Sm. var. elongatum;Pleurosigma;Pleurosigma elongatum
Ecuador-Kannan;Pleurosigma normanii ;Pleurosigma;Pleurosigma normanii 
Ecuador-Kannan;Pseudostaruosira  brevistriata (Grun. in Van Heurck) Williiams & Round;Pseudostaurosira;Pseudostaurosira brevistriata
Ecuador-Kannan;Pseudostaruosira  brevistriata var. capitata Her.;Pseudostaurosira;Pseudostaurosira brevistriata var capitata
Ecuador-Kannan;Staurosira  construens var. subsalina (Hust.) Ehrenberg;Pseudostaurosira;Pseudostaurosira subsalina
Ecuador-Kannan;Rhoicosphaenia curvata (KÅtz.) Grun. ex Rabh. var. curvata;Rhoicosphenia;Rhoicosphenia abbreviata
Ecuador-Kannan;Rhoicosphaenia  eriensis H. Smith var. erienses;Rhoicosphenia;Rhoicosphenia eriensis
Ecuador-Kannan;Rhopalodia  gibba (Ehr.) O. M. var. gibba;Rhopalodia;Rhopalodia gibba
Ecuador-Kannan;Rhopalodia gibba ;Rhopalodia;Rhopalodia gibba
Ecuador-Kannan;Rhopalodia  gibba var. ventricosa (KÅtz.) H. & M. Perag.;Rhopalodia;Rhopalodia gibba var ventricosa
Ecuador-Kannan;Rhopalodia gibberula;Rhopalodia;Rhopalodia gibberula
Ecuador-Kannan;Rhopalodia gibberula (Ehr.) O. M. var. gibberula;Rhopalodia;Rhopalodia gibberula
Ecuador-Kannan;Rhopalodia  gibberula var. vanheurckii O. M.;Rhopalodia;Rhopalodia gibberula var vanhuerckii
Ecuador-Kannan;Rhopalodia musculus (KÅtz)O. M Å ller var. musculus;Rhopalodia;Rhopalodia musculus
Ecuador-Kannan;Rhopalodia paralella(Grun.)O.M. var parallela;Rhopalodia;Rhopalodia paralella
Ecuador-Kannan;Rhopalodia  sp. 1 (60Êm, 10Êm, 5 costae/10Êm, 4 alveoli/costae);Rhopalodia;Rhopalodia sp.1
Ecuador-Kannan;Achnanthes pusilla Grunow in Cleve. & Grun;Rossithidium;Rossithidium pusillum
Ecuador-Kannan;Sellaphora  bacillum (Ehr.) D.G. Mann;Sellaphora;Sellaphora bacillum
Ecuador-Kannan;Sellaphora  bacillum Ehr. var. bacillum;Sellaphora;Sellaphora bacillum
Ecuador-Kannan;Sellaphora  laevissima (KÅtz.) Mann;Sellaphora;Sellaphora laevissima
Ecuador-Kannan;Sellaphora laevissima ;Sellaphora;Sellaphora laevissima
Ecuador-Kannan;Sellaphora pupula var. mutata (KÅtz.) Hust.;Sellaphora;Sellaphora mutata
Ecuador-Kannan;Sellaphora pupula (KÅtz.) Meereschkowsky var. pupula;Sellaphora;Sellaphora pupula
Ecuador-Kannan;Sellaphora pupula var. Capitata;Sellaphora;Sellaphora pupula
Ecuador-Kannan;Sellaphora  pupula var. capitata S.& M.;Sellaphora;Sellaphora pupula var capitata
Ecuador-Kannan;Sellaphora  pupula var. elliptica (Hust.) Mann;Sellaphora;Sellaphora pupula var elliptica
Ecuador-Kannan;Sellaphora pupula var. rectangularis (Greg.) Grun.;Sellaphora;Sellaphora rectangularis
Ecuador-Kannan;Sellaphora  pupula var. rostrata (Hust.) Round;Sellaphora;Sellaphora rostrata
Ecuador-Kannan;Navicula  seminulum (Grun.) Mann;Sellaphora;Sellaphora seminulum
Ecuador-Kannan;Navicula  wittrockii (Lag.) A. Cl.;Sellaphora;Sellaphora wittrockii 
Ecuador-Kannan;Stauroneis  acuta W. Sm. var. acuta;Stauroneis;Stauroneis acuta
Ecuador-Kannan;Stauroneis  anceps Ehr. var. anceps;Stauroneis;Stauroneis anceps
Ecuador-Kannan;Stauroneis  anceps fo. gracilis (Ehr.) Cleve.;Stauroneis;Stauroneis anceps
Ecuador-Kannan;Stauroneis  anceps var. longirostris Kob.;Stauroneis;Stauroneis anceps var longirostris
Ecuador-Kannan;Stauroneis  crucicula (Grun.) Cl. var. crucicula;Stauroneis;Stauroneis crucicula
Ecuador-Kannan;Stauroneis  fluminea Patr. & Freese var. fluminea;Stauroneis;Stauroneis fluminea
Ecuador-Kannan;Stauroneis fluminea;Stauroneis;Stauroneis fluminea
Ecuador-Kannan;Stauroneis frickii var. angustata Boyer;Stauroneis;Stauroneis frickii
Ecuador-Kannan;Stauroneis  phoenicenteron f. gracilis (Ehr.) Hust.;Stauroneis;Stauroneis gracilis
Ecuador-Kannan;Stauroneis ignorata Hust. var. ignorata;Stauroneis;Stauroneis ignorata
Ecuador-Kannan;Stauroneis  kriegerii Patr. var. kriegerii;Stauroneis;Stauroneis kriegerii
Ecuador-Kannan;Stauroneis obtusa Lag. var. obtusa;Stauroneis;Stauroneis obtusa
Ecuador-Kannan;Stauroneis  phoenicenteron (Nitz.) Ehr. var. phoenicenteron;Stauroneis;Stauroneis phoenicenteron
Ecuador-Kannan;Stauroneis  phoenicenteron var brunii (M. Per. & Her.)  Voigt;Stauroneis;Stauroneis phoenicenteron var brunii
Ecuador-Kannan;Stauroneis schinzii (Grun) Cl. var. schinzii;Stauroneis;Stauroneis schinzii
Ecuador-Kannan;Stauroneis sp. 1;Stauroneis;Stauroneis sp. 1 GALAPAGOS
Ecuador-Kannan;Stauroneis sp. 1 (24Êm, 7.5Êm, 15 striae/10Êm);Stauroneis;Stauroneis sp.1
Ecuador-Kannan;Fragilaria construens ;Staurosira;Staurosira construens
Ecuador-Kannan;Staurosira construens Ehrenberg var. construens;Staurosira;Staurosira construens
Ecuador-Kannan;Staurosira  construens var. pumila Grun.;Staurosira;Staurosira construens var pumila
Ecuador-Kannan;Staurosira  construens var. venter (Ehr.) Hamilton;Staurosira;Staurosira construens var venter
Ecuador-Kannan;Staurosirella  lapponica (Grun.) Williams & Round;Staurosirella;Staurosirella lapponica
Ecuador-Kannan;Staurosirella leptostauron (Ehr.) Round;Staurosirella;Staurosirella leptostauron 
Ecuador-Kannan;Staurosirella leptostauron var. dubia (Grun.) Round;Staurosirella;Staurosirella leptostauron var dubia
Ecuador-Kannan;Achnanthidium pinnata Hust. var. pinnata;Staurosirella;Staurosirella pinnata
Ecuador-Kannan;Fragilaria  pinnata Ehr. var. pinnata;Staurosirella;Staurosirella pinnata
Ecuador-Kannan;Fragilaria pinnata;Staurosirella;Staurosirella pinnata
Ecuador-Kannan;Staurosirella  pinnata (Ehr.) Williams & Round;Staurosirella;Staurosirella pinnata 
Ecuador-Kannan;Staurosirella pinnata ;Staurosirella;Staurosirella pinnata 
Ecuador-Kannan;Stenopterobia  anceps (Lewis) Breb. var. anceps ;Stenopterobia;Stenopterobia anceps
Ecuador-Kannan;Stenopterobia  curvula (W. Smith) Krammer;Stenopterobia;Stenopterobia curvula
Ecuador-Kannan;Stenopterobia delicatissima;Stenopterobia;Stenopterobia delicatissima 
Ecuador-Kannan;Stenopterobia delicatissima ;Stenopterobia;Stenopterobia delicatissima 
Ecuador-Kannan;Stenopterobia delicattisima ;Stenopterobia;Stenopterobia delicatissima 
Ecuador-Kannan;Stenopterobia  delicattisima (Lewis) V. Heurck var. Africana;Stenopterobia;Stenopterobia delicatissima var africana
Ecuador-Kannan;Stenopterobia  delicatissima (Lewis) BrÇb. ex Van Heurck var. 1;Stenopterobia;Stenopterobia delicatissima var1 GALAPAGOS
Ecuador-Kannan;Stenopterobia  delicatissima (Lewis) Breb. ex Van Heurck var. 2 ;Stenopterobia;Stenopterobia delicatissima var2 GALAPAGOS
Ecuador-Kannan;Stenopterobia intermedia (Lewis);Stenopterobia;Stenopterobia intermedia
Ecuador-Kannan;Stenopterobia sp. 1 (117Êm, 6Êm, 4-5 ribs & 19 striae/10Êm);Stenopterobia;Stenopterobia sp.1
Ecuador-Kannan;Stenopterobia  sp. 2;Stenopterobia;Stenopterobia sp.2
Ecuador-Kannan;Stephanodiscus  hantzschii f. tenuis (Hustedt) Habansson & Stoermer;Stephanodiscus;Stephanodiscus hantzschii f. tenuis
Ecuador-Kannan;Stephanodiscus minutulus (KÅtz.) Cleve & Mîller;Stephanodiscus;Stephanodiscus minutulus
Ecuador-Kannan;Stephanodiscus niagarae;Stephanodiscus;Stephanodiscus niagarae
Ecuador-Kannan;Stritella hustedtiana;Stritella;Stritella hustedtiana
Ecuador-Kannan;Surirella arcta;Surirella;Surirella arcta
Ecuador-Kannan;Surirella arcta A. S. var. arcta;Surirella;Surirella arcta
Ecuador-Kannan;Surirella  bifrons (Ehr., KÅtz.) Hust. var. bifrons;Surirella;Surirella bifrons
Ecuador-Kannan;Surirella biseriata;Surirella;Surirella biseriata
Ecuador-Kannan;Surirella biseriata Breb. var. biseriata;Surirella;Surirella biseriata
Ecuador-Kannan;Surirella  cuspidata Hust. var. cuspidata;Surirella;Surirella cuspidata
Ecuador-Kannan;Surirella guatemalensis;Surirella;Surirella guatemalensis
Ecuador-Kannan;Surirella  guatemalensis Ehr. var. guatemalensis;Surirella;Surirella guatimalensis
Ecuador-Kannan;Surirella linearis W. Sm. var. linearis;Surirella;Surirella linearis 
Ecuador-Kannan;Surirella linearis var. constricta(Ehr.)Grun.;Surirella;Surirella linearis var constricta
Ecuador-Kannan;Surirella nana var. nana A. Cl.;Surirella;Surirella nana
Ecuador-Kannan;Surirella  ovalis Brebisson;Surirella;Surirella ovalis
Ecuador-Kannan;Surirella ovalis;Surirella;Surirella ovalis
Ecuador-Kannan;Surirella  robusta Ehr. var. robusta;Surirella;Surirella robusta
Ecuador-Kannan;Surirella  smithii Ralfs var. smithii;Surirella;Surirella smithii
Ecuador-Kannan;Surirella  sp. 1 (72Êm, 13Êm, 3 marginal costae / 10Êm);Surirella;Surirella sp.1
Ecuador-Kannan;Surirella sp. 2 (160Êm, 79Êm, 3 marginal costae / 10Êm);Surirella;Surirella sp.2
Ecuador-Kannan;Surirella  robusta var. splendida f. constricta Hust.;Surirella;Surirella splendida
Ecuador-Kannan;Surirella striatula Turp. var. striatula;Surirella;Surirella striatula
Ecuador-Kannan;Surirella  taiaensis C. & D. var. taiaensis;Surirella;Surirella taiaensis
Ecuador-Kannan;Surirella  tenera Greg. var. tenera ;Surirella;Surirella tenera
Ecuador-Kannan;Surirella tenera;Surirella;Surirella tenera
Ecuador-Kannan;Surirella  terricola Lange-Bertalot & Alles;Surirella;Surirella terricola
Ecuador-Kannan;Surirella terricola;Surirella;Surirella terricola
Ecuador-Kannan;Synedra  arcus(Kutz.) var. arcus;Synedra;Synedra acus
Ecuador-Kannan;Synedra  delicatissima W. Smith var. 1 (300Êm, 4.1Êm, 10 striae/10Êm);Synedra;Synedra delicatissima
Ecuador-Kannan;Synedra  filiformis var. exilis A. Cl.;Synedra;Synedra filiformis var exilis
Ecuador-Kannan;Synedra  incisa Boyer var. incisa;Synedra;Synedra incisa
Ecuador-Kannan;Synedra isabelae;Synedra;Synedra isabelae
Ecuador-Kannan;Synedra isabelae ;Synedra;Synedra isabelae
Ecuador-Kannan;Synedra mazamaensis Sov. var. mazamaensis;Synedra;Synedra mazamaensis
Ecuador-Kannan;Synedra  minuscula Grun. var. minuscula;Synedra;Synedra minuscula
Ecuador-Kannan;Synedra radians Kutz. var. radians;Synedra;Synedra radians
Ecuador-Kannan;Fragilaria  capucina var. rumpens (KÅtz.) Lange-Bertalot;Synedra;Synedra rumpens
Ecuador-Kannan;Synedra  sp. 1 (52Êm, 8Êm, 14-16 striae/10Êm);Synedra;Synedra sp.1
Ecuador-Kannan;Tabellaria fenestrata (Lyng.) KÅtz. var. fenestrata;Tabellaria;Tabellaria fenestrata 
Ecuador-Kannan;Tabellaria  flocculosa (Roth) KÅtz. var. flocculosa;Tabellaria;Tabellaria flocculosa
Ecuador-Kannan;Tabellaria  sp. 1 (15Êm, 5Êm, 14 striae/10Êm);Tabellaria;Tabellaria sp.1
Ecuador-Kannan;Tabellaria sp. 1;Tabellaria;Tabellaria sp.1 GALAPAGOS
Ecuador-Kannan;Tabellaria  tabulata  (Ag.)Snoeijs;Tabellaria;Tabellaria tabulata
Ecuador-Kannan;Synedra tabulata ;Tabularia;Tabularia fasciculata
Ecuador-Kannan;Terpsinoe  musica Ehr. var. musica;Terpsinoe;Terpsinoe musica
Ecuador-Kannan;Tetracyclus  lacustris var. strumosa (Ehr.) Hust.;Tetracyclus;Tetracyclus lacustris
Ecuador-Kannan;Thalassiosira  bramaputrae (Ehr.) Hakan. & Lock.;Thalassiosira;Thalassiosira bramaputrae 
Ecuador-Kannan;Tryblionella  var. 1 (victoriae) (Grun. ,Hustedt)  Round & Mann;Tryblionella;Trybionella sp.1
Ecuador-Kannan;Tryblionella  acuta (Cleve) Mann var. acuta;Tryblionella;Tryblionella acuta
Ecuador-Kannan;Tryblionella acuta;Tryblionella;Tryblionella acuta
Ecuador-Kannan;Tryblionella  hungarica (Grun.) Mann in Round;Tryblionella;Tryblionella hungarica
Ecuador-Kannan;Tryblionella  marginulata (Grun.) Mann in Round ;Tryblionella;Tryblionella marginulata
Ecuador-Kannan;Nitzschia punctata;Tryblionella;Tryblionella punctata
Ecuador-Kannan;Tryblionella  punctata W. Smith var. punctata;Tryblionella;Tryblionella punctata
Ecuador-Kannan;Tryblionella  tryblionella Hant. var. tryblionella;Tryblionella;Tryblionella tryblionella
Ecuador-Kannan;Fragilaria  ulna var. biceps (KÅtz.) Kirch.;Ulnaria;Ulnaria biceps
Ecuador-Kannan;Fragilaria  ulna var. constricta f. venkataraman;Ulnaria;Ulnaria contracta
Ecuador-Kannan;Fragilaria  ulna var. danica (KÅtz.) V. H.;Ulnaria;Ulnaria danica
Ecuador-Kannan;Fragilaria  delicatissima (W. Sm.) Lange-Bertalot ;Ulnaria;Ulnaria delicatissima
Ecuador-Kannan;Fragilaria delicatissima;Ulnaria;Ulnaria delicatissima
Ecuador-Kannan;Synedra delicatissima;Ulnaria;Ulnaria delicatissima
Ecuador-Kannan;Fragilaria  ulna var. oxyrhynchus (KÅtz.) V. H.;Ulnaria;Ulnaria oxyrhynchus
Ecuador-Kannan;Fragilaria ulna (;Ulnaria;Ulnaria ulna
Ecuador-Kannan;Fragilaria ulna (Nitz.) Lange-Bertalot ;Ulnaria;Ulnaria ulna
Ecuador-Kannan;Fragilaria  ulna var. chaseana Thom.;Ulnaria;Ulnaria ulna var chaseana
Ecuador-Kannan;Fragilaria  ulna var.subaequalis(Grun.)V.H;Ulnaria;Ulnaria ulna var subaequalis
Ecuador-Kannan;Urosolenia  eriensis H. Sm. var. eriensis;Urosolenia;Urosolenia eriensis
Fritz-SA Altiplano;Amphora carvajaliana;Amphora;Amphora carvajaliana
Fritz-SA Altiplano;Anomoeoneis sphaephora f costata;Anomoeoneis;Anomoeoneis sphaerophora f costata
Fritz-SA Altiplano;Aulacoseira sp.1 UYUNI;Aulacoseira;Aulacoseira sp.1 UYUNI
Fritz-SA Altiplano;Craticula acidoclinata;Craticula;Craticula acidoclinata
Fritz-SA Altiplano;Diatoma sp.1 UYUNI;Diatoma;Diatoma sp.1 UYUNI
Fritz-SA Altiplano;Cyclotella stelligera;Discostella;Discostella stelligera
Fritz-SA Altiplano;Fragilaria sp.1 LAGUNILLAS;Fragilaria;Fragilaria sp.1 LAGUNILLAS
Fritz-SA Altiplano;Luticola sp.1 UYUNI;Luticola;Luticola sp.1 UYUNI
Fritz-SA Altiplano;Navicula altiplanensis;Navicula;Navicula altiplanensis
Fritz-SA Altiplano;Navicula lauca;Navicula;Navicula lauca
Fritz-SA Altiplano;Navicula salinicola;Navicula;Navicula salinicola
Fritz-SA Altiplano;Naviculadicta chilensis;Naviculadicta;Naviculadicta chilensis
