TaxonId;Authority;Year;Genus;TaxonName;Informal;Species;Variety
AF_2527;Hust.;;Eunotia;Eunotia montana;;montana;
EU048A;Migula;1907;Eunotia;Eunotia naegelii;;naegelii;
EU052A;Ehrenb.;1840;Eunotia;Eunotia nodosa;;nodosa;
EU045A;Grun. in Van Heurck;1881;Eunotia;Eunotia nymanniana;;nymanniana;
EU040A;Grun.;1862;Eunotia;Eunotia paludosa;;paludosa;
EU034A;Ehrenb.;1843;Eunotia;Eunotia parallela;;parallela;
EU002A;(O.F. Müll.) Rabenh.;1864;Eunotia;Eunotia pectinalis;;pectinalis;
XXC936;EDDI Salinity Training Set;2001;Eunotia;Eunotia pectinalis (agg.);x;pectinalis (agg.);
XXG946;EDDI TP Training Set;2001;Eunotia;Eunotia pectinalis (agg.);x;pectinalis (agg.);
AF_2506;(Kütz.) Rab.;;Eunotia;Eunotia pectinalis + v. ventralis;;pectinalis + v. ventralis;
EU002G;(Ehrenb.) Hust.;1930;Eunotia;Eunotia pectinalis fo. impressa;;pectinalis;
EU002B;(Kütz.) Rabenh.;1864;Eunotia;Eunotia pectinalis var. minor;;pectinalis;minor
EU002E;(Ehr.) Hust.;;Eunotia;Eunotia pectinalis var. minor fo. impressa;;pectinalis;minor
EU002F;Krasske;;Eunotia;Eunotia pectinalis var. minor fo. intermedia;;pectinalis;minor
EU002D;(Ralfs) Rabenh.;1864;Eunotia;Eunotia pectinalis var. undulata;;pectinalis;undulata
EU002C;(Ehrenb.) Hust.;1911;Eunotia;Eunotia pectinalis var. ventralis;;pectinalis;ventralis
EU002K;Grun. in Van Heurck;1881;Eunotia;Eunotia pectinalis var. ventricosa;;pectinalis;ventricosa
EU046C;Grun. in Van Heurck;1881;Eunotia;Eunotia perpusilla;;perpusilla;
EU060A;Carter et Flower;1988;Eunotia;Eunotia pirla;;pirla;
EU023A;(Brun) Hust.;1932;Eunotia;Eunotia polydentula;;polydentula;
AF_2516;Ehr.;;Eunotia;Eunotia praerupta + v. bidens;;praerupta + v. bidens;
EU003B;(Ehrenb.) Grun. in Cleve & Grun.;1880;Eunotia;Eunotia praerupta var. bidens;;praerupta;bidens
EU003C;Grun. in Van Heurck;1881;Eunotia;Eunotia praerupta var. inflata;;praerupta;inflata
EU003A;Ehrenb.;1843;Eunotia;Eunotia praerupta var. praerupta;;praerupta;praerupta
EU026A;Berg;;Eunotia;Eunotia praerupta-nana;;praerupta-nana;
EU041A;Hust.;;Eunotia;Eunotia pseudopectinalis;;pseudopectinalis;
EU011A;Hust.;1950;Eunotia;Eunotia rhomboidea;;rhomboidea;
EU106A;Hustedt;1936;Eunotia;Eunotia rhyncocephela;;rhyncocephela;
EU058A;Krasske;;Eunotia;Eunotia schwabei;;schwabei;
EU031A;Ostr.;1898;Eunotia;Eunotia septentrionalis fo. septentrionalis;;septentrionalis;
EU032A;Ehrenb.;1837;Eunotia;Eunotia serra;;serra;
XXG945;EDDI TP Training Set;2001;Eunotia;Eunotia serra (agg.);x;serra (agg.);
EU032B;(Ehrenb.) Patr.;1958;Eunotia;Eunotia serra var. diadema;;serra;diadema
EU032C;(Ehren) Norpel;1991;Eunotia;Eunotia serra var. tetraodon;;serra;tetraodon
EU111A;(Kütz) Rabenhorst;1864;Eunotia;Eunotia soleirolii;;soleirolii;
EU9999;;;Eunotia;Eunotia sp.;;sp.;
EU9944;Scoat Tarn (EYH);1989;Eunotia;Eunotia sp0;x;sp0;
EU9965;L. Grannoch (RJF);1988;Eunotia;Eunotia sp10 (minima);x;sp10 (minima);
EU9964;L. Grannoch (RJF);1988;Eunotia;Eunotia sp12 (minor);x;sp12 (minor);
EU9963;Round L. Glenhead (RJF);1988;Eunotia;Eunotia sp13 (minutissima);x;sp13 (minutissima);
EU9986;NGLS, L. Hir (SF);1986;Eunotia;Eunotia sp15;x;sp15;
FSN082;NORD-CHILL;1997;Eunotia;Eunotia sp18 (PIRLA);x;sp18 (PIRLA);
EU9943;Scoat Tarn (EYH);1989;Eunotia;Eunotia sp3;x;sp3;
EU104A;Petersen;1950;Eunotia;Eunotia steinedei;;steinedei;
EU105A;Alles, Norpel, Lange-Bertalot;1991;Eunotia;Eunotia subarcuoides;;subarcuoides;
EU021A;O. Müll.;1898;Eunotia;Eunotia sudetica;;sudetica;
EU098A;A. Cleve;1895;Eunotia;Eunotia suecica;;suecica;
AF_2510;Müller;;Eunotia;Eunotia tchirchiana;;tchirchiana;
EU004A;(Grun. in Van Heurck) A. Cleve;1895;Eunotia;Eunotia tenella;;tenella;
XXC969;EDDI Salinity Training Set;2001;Eunotia;Eunotia tenella (agg.);x;tenella (agg.);
AF_2511;(Grun.) Hust.;;Eunotia;Eunotia tenella + f. undulata;;tenella + f. undulata;
EU050A;A. Cleve-Euler;1953;Eunotia;Eunotia tibia;;tibia;
EU050B;(W. Sm.) A. Cleve-Euler;1953;Eunotia;Eunotia tibia var. bidens;;tibia;bidens
EU053A;Ehrenb.;1843;Eunotia;Eunotia tridentula;;tridentula;
EU027A;Krasske;1929;Eunotia;Eunotia trinacria;;trinacria;
EU027B;Hust.;1930;Eunotia;Eunotia trinacria var. undulata;;trinacria;undulata
EU039A;Ehrenb.;1837;Eunotia;Eunotia triodon;;triodon;
EU029A;Hust.;1930;Eunotia;Eunotia valida;;valida;
EU051A;Patr.;1958;Eunotia;Eunotia vanheurckii;;vanheurckii;
EU051B;(Krasske) Cleve;;Eunotia;Eunotia vanheurckii var. intermedia;;vanheurckii;intermedia
EU051C;(Grunow 1880) Haworth nov. nom.?;;Eunotia;Eunotia vanheurckii var. obtusa;;vanheurckii;obtusa
EU001A;(Kutz) O. Muller;1898;Eunotia;Eunotia veneris;;veneris;
EU059A;(Cab.) KORNER;;Eunotia;Eunotia zasuminensis;;zasuminensis;
FA012A;(Hust.) Mann;1990;Fallacia;Fallacia indifferens;;indifferens;
AF_2601;Hust.;;Fragilaria;Fragilaria africana;;africana;
UME469;T. Korsman;;Fragilaria;Fragilaria alpestris;;alpestris;
FR9988M;(Ehrenberg) Cleve;1898;Fragilaria;Fragilaria arcus;;arcus;
SW_FARC;(Ehrenberg) Cleve var. arcus;;Fragilaria;Fragilaria arcus;;arcus;
UME483;T. Korsman;;Fragilaria;Fragilaria arcus;;arcus;
FR003A;A. Mayer;1917;Fragilaria;Fragilaria bicapitata;;bicapitata;
FR9987M;(Kützing) Lange-Bertalot;1991;Fragilaria;Fragilaria biceps;;biceps;
FR006A;Grun. in Van Heurck;1885;Fragilaria;Fragilaria brevistriata;;brevistriata;
XXA996;EDDI Global Training Set;2001;Fragilaria;Fragilaria brevistriata (agg.);x;brevistriata (agg.);
XXC989;EDDI Salinity Training Set;2001;Fragilaria;Fragilaria brevistriata (agg.);x;brevistriata (agg.);
XXG993;EDDI TP Training Set;2001;Fragilaria;Fragilaria brevistriata (agg.);x;brevistriata (agg.);
AF_2602;Grun.;;Fragilaria;Fragilaria brevistriata + varieties;;brevistriata + varieties;
FR006E;(Herib.) Bass;;Fragilaria;Fragilaria brevistriata var. capitata;;brevistriata;capitata
FR009A;Desm.;1825;Fragilaria;Fragilaria capucina;;capucina;
FR009LM;Krammer&Lange-Bertalot (1991): Abb.110/22;1991;Fragilaria;Fragilaria capucina;;capucina;
FR009TM;(Grunow) Lange-Bertalot;1980;Fragilaria;Fragilaria capucina  var. austriaca;;capucina;austriaca
FR009KM;(Oestrup) Hustedt;1950;Fragilaria;Fragilaria capucina  var. gracilis;;capucina;gracilis
TS995;EDDE Global Training Set;2001;Fragilaria;Fragilaria capucina (agg.);x;capucina (agg.);
XXU898;EDDI pH Training Set;2001;Fragilaria;Fragilaria capucina (agg.);x;capucina (agg.);
AF_2604;DesmaziÅres;;Fragilaria;Fragilaria capucina + v. lanceolata;;capucina + v. lanceolata;
FR9984;SWAP Sweden (IR & NJA);1989;Fragilaria;Fragilaria capucina + v. mesolepta;;capucina + v. mesolepta;
C_Frcap;J. Reed (Caspian dataset);;Fragilaria;Fragilaria capucina indet.;cf.;capucina indet.;
SW_FCAH;Desmazieres;;Fragilaria;Fragilaria capucina subsp. amphicephala;;capucina;
FR009I;(Grun) Lange-Bertalot;1980;Fragilaria;Fragilaria capucina var. austriaca;;capucina;austriaca
XXG943;EDDI TP Training Set;2001;Fragilaria;Fragilaria capucina var. austriaca/amphicephala (agg.);x;capucina var. austriaca/amphicephala (agg.);
FR009H;(Oestrup) Hustedt;1950;Fragilaria;Fragilaria capucina var. gracilis;;capucina;gracilis
FR009F;Grun. in Van Heurck;1881;Fragilaria;Fragilaria capucina var. lanceolata;;capucina;lanceolata
FR009B;(Rabenh.) Rabenh.;1864;Fragilaria;Fragilaria capucina var. mesolepta;;capucina;mesolepta
FR009J;(Grun.) L-B.;;Fragilaria;Fragilaria capucina var. perminuta;;capucina;perminuta
FR009G;(Kütz.) Lange-Bertalot;1991;Fragilaria;Fragilaria capucina var. rumpens;;capucina;rumpens
PT994;EDDE Global Training Set;2001;Fragilaria;Fragilaria capucina var. rumpens (agg.);x;capucina var. rumpens (agg.);
C_Frcvv;J. Reed (Caspian dataset);;Fragilaria;Fragilaria capucina var. vaucheriae;;capucina;vaucheriae
SW_FCVA;(Kützing) Lange-Bertalot;;Fragilaria;Fragilaria capucina var. vaucheriae;;capucina;vaucheriae
XXC993;EDDI Salinity Training Set;;Fragilaria;Fragilaria capucina var. vaucheriae (agg.);x;capucina var. vaucheriae (agg.);
FR9987;Botungen (IR);1988;Fragilaria;Fragilaria cf. brevistriata;;brevistriata;
FR9998;L. Poinsett (RWB);1983;Fragilaria;Fragilaria cf. brevistriata;;brevistriata;
XXA979;EDDI Global Training Set;2001;Fragilaria;Fragilaria cf. capucina var. vaucheriae;;capucina var. vaucheriae;
FR9977;Salada Chiprana (JR);1994;Fragilaria;Fragilaria cf. fasciculata (var. 1);;fasciculata (var. 1);
FR9978;H. Bennion;1992;Fragilaria;Fragilaria cf. intermedia;;intermedia;
FR9980M;S. Wunsam;;Fragilaria;Fragilaria cf. nanana;;nanana;
FR9990;Verenvatn (FB-SWAP);1987;Fragilaria;Fragilaria cf. oldenburgiana;;oldenburgiana;
FR9991;PIRLA;1987;Fragilaria;Fragilaria cf. oldenburgiana (PIRLA);;oldenburgiana (PIRLA);
FR9976;Zielowny Staw VJJ;1994;Fragilaria;Fragilaria cf. tenera (T113 K & Lb);;tenera (T113 K & Lb);
FR9973;K & L-B;1991;Fragilaria;Fragilaria cf. utermoehlii;;utermoehlii;
FR010A;Ehrenb.;1843;Fragilaria;Fragilaria constricta fo. constricta;;constricta;
FR010B;(A. Cleve) Hust.;1931;Fragilaria;Fragilaria constricta fo. stricta;;constricta;
FR002A;(Ehrenb.) Grun.;1862;Fragilaria;Fragilaria construens;;construens;
XXC935;EDDI Salinity Training Set;2001;Fragilaria;Fragilaria construens (agg.);x;construens (agg.);
AF_2607;(W. Sm). Hust.;;Fragilaria;Fragilaria construens fo. exigua;;construens;
FR002B;(Ehrenb.) Grun.;1862;Fragilaria;Fragilaria construens var. binodis;;construens;binodis
FR002D;(W. Sm.) Schulz;1922;Fragilaria;Fragilaria construens var. exigua;;construens;exigua
FR002E;Hust.;1925;Fragilaria;Fragilaria construens var. subsalina;;construens;subsalina
FR002C;(Ehrenb.) Grun. in Van Heurck;1881;Fragilaria;Fragilaria construens var. venter;;construens;venter
XXA989;EDDI Global Training Set;2001;Fragilaria;Fragilaria construens/elliptica (agg.);x;construens/elliptica (agg.);
AF_2606;(Ehr.)Grun.;;Fragilaria;Fragilaria construens+ v. venter + f. binodis;;construens+ v. venter + f. binodis;
FR008A;Kitton;1869;Fragilaria;Fragilaria crotonensis;;crotonensis;
XXG985;EDDI TP Training Set;2001;Fragilaria;Fragilaria crotonensis (agg.);x;crotonensis (agg.);
AF_2608;Kitton;;Fragilaria;Fragilaria crotonensis + varieties;;crotonensis + varieties;
FR9983M;(Brutschy) Lange-Bertalot;1980;Fragilaria;Fragilaria cyclopum;;cyclopum;
FR9986M;(W. Smith) Lange-Bertalot;1980;Fragilaria;Fragilaria delicatissima;;delicatissima;
FR9984M;(Brébisson) Lange-Bertalot;1986;Fragilaria;Fragilaria dilatata;;dilatata;
FR018A;Schum.;1867;Fragilaria;Fragilaria elliptica;;elliptica;
XXG994;EDDI TP Training Set;2001;Fragilaria;Fragilaria elliptica fo. minor;;elliptica;
FR064A;Grun in Cleve & Moller;1878;Fragilaria;Fragilaria exigua;;exigua;
SW_FFAM;(Kutzing) Lange-Bertalot;;Fragilaria;Fragilaria famelica;;famelica;
AF_5404;(Agardh) Lange-Bertalot sensu lato;1980;Fragilaria;Fragilaria fasciculata;;fasciculata;
FR057A;(Agardh) Lange-Bertalot sensu lato;1980;Fragilaria;Fragilaria fasciculata;;fasciculata;
FR016A;Ostr.;1910;Fragilaria;Fragilaria heidenii;;heidenii;
AF_2631;Pant.;;Fragilaria;Fragilaria hungarica;;hungarica;
FR004A;Pant.;;Fragilaria;Fragilaria hungarica;;hungarica;
FR019A;Grun. in Van Heurck;1881;Fragilaria;Fragilaria intermedia;;intermedia;
FR019B;Mayer;1937;Fragilaria;Fragilaria intermedia var. continua;;intermedia;continua
FR011A;Grun. in Van Heurck;1881;Fragilaria;Fragilaria lapponica;;lapponica;
PT993;EDDE Global Training Set;2001;Fragilaria;Fragilaria lapponica (agg.);x;lapponica (agg.);
FR015A;(Cleve-Euler) Renberg;1977;Fragilaria;Fragilaria lata;;lata;
FR014A;(Ehrenb.) Hust.;1931;Fragilaria;Fragilaria leptostauron;;leptostauron;
FR014CM;(Héribaud) Lange-Bertalot;1991;Fragilaria;Fragilaria leptostauron  var. martyi;;leptostauron;martyi
PS997;EDDE Global Training Set;2001;Fragilaria;Fragilaria leptostauron (agg.);x;leptostauron (agg.);
XXC968;EDDI Salinity Training Set;2001;Fragilaria;Fragilaria leptostauron (agg.);x;leptostauron (agg.);
FR014B;(Grun.) Hust.;1931;Fragilaria;Fragilaria leptostauron var. dubia;;leptostauron;dubia
FR065A;(Heribaud)LB;1991;Fragilaria;Fragilaria leptostauron var. martyi;;leptostauron;martyi
FR062A;Marciniak in Metzeltin & Witkowski;1996;Fragilaria;Fragilaria microstriata;;microstriata;
SW_FMON;(Krasske) Lange-Bertalot;;Fragilaria;Fragilaria montana;;montana;
A_ZZZ955;ALPE;;Fragilaria;Fragilaria nanana;;nanana;
SW_FNAN;Lange-Bertalot;;Fragilaria;Fragilaria nanana;;nanana;
TS990;EDDE Global Training Set;2001;Fragilaria;Fragilaria nanana (agg.);x;nanana (agg.);
XXG984;EDDI TP Training Set;2001;Fragilaria;Fragilaria nanana (agg.);x;nanana (agg.);
FR9982M;S. Wunsam;;Fragilaria;Fragilaria nanana-, delicatissima-Gruppe;;nanana-, delicatissima-Gruppe;
FR068A;Lange-Bertalot;1996;Fragilaria;Fragilaria nanoides;;nanoides;
FR066A;Lange- Bertalot;1991;Fragilaria;Fragilaria neoproducta;;neoproducta;
FR042A;Grun. in Van Heurck;1881;Fragilaria;Fragilaria nitzschioides;;nitzschioides;
FR013A;Hust.;;Fragilaria;Fragilaria oldenburgiana;;oldenburgiana;
FR067A;Lange-Bertalot nov spec;1996;Fragilaria;Fragilaria oldenburgioides;;oldenburgioides;
FR069A;Lange-Bertalot;1996;Fragilaria;Fragilaria opacolineata;;opacolineata;
FR045A;(W. Sm.) Grun. in Van Heurck;1881;Fragilaria;Fragilaria parasitica;;parasitica;
FR045B;A. Mayer;1912;Fragilaria;Fragilaria parasitica var. constricta;;parasitica;constricta
FR045E;Grun. in Van Heurck;1881;Fragilaria;Fragilaria parasitica var. subconstricta;;parasitica;subconstricta
FR001A;Ehrenb.;1843;Fragilaria;Fragilaria pinnata;;pinnata;
XXA997;EDDE Global Training Set;2001;Fragilaria;Fragilaria pinnata (agg.);x;pinnata (agg.);
XXC934;EDDI Salinity Training Set;2001;Fragilaria;Fragilaria pinnata (agg.);x;pinnata (agg.);
XXG995;EDDI TP Training Set;2001;Fragilaria;Fragilaria pinnata (agg.);x;pinnata (agg.);
XXU991;EDDI pH Training Set;2001;Fragilaria;Fragilaria pinnata (agg.);x;pinnata (agg.);
XXU998;EDDI pH Training Set;2001;Fragilaria;Fragilaria pinnata (agg.);x;pinnata (agg.);
FR001K;(A. Mayer) Regenbogen;;Fragilaria;Fragilaria pinnata var. accuminata;;pinnata;accuminata
FR001H;A. Mayer;1919;Fragilaria;Fragilaria pinnata var. inflata;;pinnata;inflata
FR001E;(Grun. in Van Heurck) Hust.;1931;Fragilaria;Fragilaria pinnata var. intercedens;;pinnata;intercedens
FR001B;(Schum.) Hust. in A. Schmidt;1913;Fragilaria;Fragilaria pinnata var. lancettula;;pinnata;lancettula
FR001C;A. Mayer;;Fragilaria;Fragilaria pinnata var. subrotunda;;pinnata;subrotunda
FR001D;(Brun & Herib. in Herib.) Hust.;1931;Fragilaria;Fragilaria pinnata var. trigona;;pinnata;trigona
FR020A;Cleve-Euler;1953;Fragilaria;Fragilaria polygonata;;polygonata;
FR056A;Marciniak;1982;Fragilaria;Fragilaria pseudoconstruens;;pseudoconstruens;
PT995;EDDE Global Training Set;2001;Fragilaria;Fragilaria pseudoconstruens (agg.);x;pseudoconstruens (agg.);
SW_FREI;(Voigt) Lange-Bertalot;;Fragilaria;Fragilaria reicheltii;;reicheltii;
XXG996;(Voigt) Lange-Bertalot;;Fragilaria;Fragilaria reicheltii;;reicheltii;
FR063A;(Fusey) Manguin;;Fragilaria;Fragilaria robusta;;robusta;
FSN012;(Fusey) Manguin;;Fragilaria;Fragilaria robusta;;robusta;
A_ZZZ983;N. Cameron (ALPE);;Fragilaria;Fragilaria sp.;;sp.;
A_ZZZ990;N. Cameron (ALPE);;Fragilaria;Fragilaria sp.;;sp.;
FR9999;;;Fragilaria;Fragilaria sp.;;sp.;
A_ZZZ978;N. Cameron (ALPE);;Fragilaria;Fragilaria sp. (small, fine);;sp. (small, fine);
S_ZZZ980;VJJ (Svalbard);;Fragilaria;Fragilaria sp1 (SBAE);x;sp1 (SBAE);
A_ZZZ949;VJJ (Svalbard);;Fragilaria;Fragilaria sp2 (Zielowny Staw);x;sp2 (Zielowny Staw);
AF_2617;(Zanon) Hust.;;Fragilaria;Fragilaria strangulata;;strangulata;
AF_2619;Schoeman;;Fragilaria;Fragilaria submicroscopica;;submicroscopica;
FR060A;(W. Smith) Lange-Bertalot;1980;Fragilaria;Fragilaria tenera;;tenera;
FR9977M;(W. Smith) Lange-Bertalot;1980;Fragilaria;Fragilaria tenera;;tenera;
PT997;EDDE Global Training Set;2001;Fragilaria;Fragilaria tenera/delicatissima (agg.);x;tenera/delicatissima (agg.);
SW_FULN;(Nitzsch.) Lange-Bertalot;;Fragilaria;Fragilaria ulna;;ulna;
XXC917;EDDI Salinity Training Set;2001;Fragilaria;Fragilaria ulna (agg.);x;ulna (agg.);
SW_FUAC;(Kützing) Lange-Bertalot;;Fragilaria;Fragilaria ulna var. acus;;ulna;acus
FR9981M;S. Wunsam;;Fragilaria;Fragilaria ulna-,danica-,tenera-Gruppe;;ulna-,danica-,tenera-Gruppe;
FR007A;(Kütz.) J.B. Petersen;1938;Fragilaria;Fragilaria vaucheriae;;vaucheriae;
FR005A;Ralfs;1843;Fragilaria;Fragilaria virescens;;virescens;
AF_2615;Ralfs;;Fragilaria;Fragilaria virescens + v. mesolepta+ v.elliptica;;virescens + v. mesolepta+ v.elliptica;
FR005E;Ostr.;1910;Fragilaria;Fragilaria virescens var. capitata;;virescens;capitata
FR005D;Grun. in Van Heurck;1881;Fragilaria;Fragilaria virescens var. exigua;;virescens;exigua
FR005H;Grun. in Van Heurck;1881;Fragilaria;Fragilaria virescens var. oblongella;;virescens;oblongella
PT998;EDDE Global Training Set;2001;Fragilaria;Fragilaria virescens/exigua (agg.);x;virescens/exigua (agg.);
XXG961;EDDI TP Training Set;2001;Fragilaria;Fragilaria virescens/exigua (agg.);x;virescens/exigua (agg.);
XXC994;EDDI Salinity Training Set;2001;Fragilaria;Fragilaria zeilleri (agg.);x;zeilleri (agg.);
AF_2630;HÄrbaud;;Fragilaria;Fragilaria zeilleri + v. africana + elliptica Gasse;;zeilleri + v. africana + elliptica Gasse;
FR061A;Heribaud;1902;Fragilaria;Fragilaria zeilleri var. elliptica;;zeilleri;elliptica
FF003A;(Ehrenb.) Williams & Round;1988;Fragilariforma;Fragilariforma constricta;;constricta;
FF006A;(Cleve-Euler) Williams &  Round;1988;Fragilariforma;Fragilariforma lata;;lata;
FF001A;(Ralfs) Williams & Round;1988;Fragilariforma;Fragilariforma virescens;;virescens;
XXG942;EDDI TP Training Set;2001;Frustulia;Frustulia cf. rhomboides v. saxonica (agg.);;rhomboides v. saxonica (agg.);
FU038A;(Krasske) Hustedt;1957;Frustulia;Frustulia creuzbergensis;;creuzbergensis;
FU002A;(Ehrenb.) De Toni;1891;Frustulia;Frustulia rhomboides;;rhomboides;
FU9997;SWAP;;Frustulia;Frustulia rhomboides;;rhomboides;
AF_2701;(Ehr.)De Toni;;Frustulia;Frustulia rhomboides + v.saxonica;;rhomboides + v.saxonica;
FU002G;(Breb. ex W.Sm.) Ross;;Frustulia;Frustulia rhomboides var. crassinervia;;rhomboides;crassinervia
FU002C;Bour.& Mang.;;Frustulia;Frustulia rhomboides var. elongatissima;;rhomboides;elongatissima
FU002B;(Rabenh.) De Toni;1891;Frustulia;Frustulia rhomboides var. saxonica;;rhomboides;saxonica
FU002E;Hust.;;Frustulia;Frustulia rhomboides var. saxonica fo. undulata;;rhomboides;saxonica
FU002F;(Breb. ex Kütz.) Cleve;1894;Frustulia;Frustulia rhomboides var. viridula;;rhomboides;viridula
FU9999;;;Frustulia;Frustulia sp.;;sp.;
FU029A;Amosse;1932;Frustulia;Frustulia spicula;;spicula;
FU001A;(Thwaites) De Toni;1891;Frustulia;Frustulia vulgaris;;vulgaris;
FU001B;Krasske;1923;Frustulia;Frustulia vulgaris var. capitata;;vulgaris;capitata
AF_2803;(Grun.) Forti;;Gomphocymbella;Gomphocymbella beccari;;beccari;
AF_2801;(Fricke) O. Müller;;Gomphocymbella;Gomphocymbella brunii;;brunii;
GCY999;;;Gomphocymbella;Gomphocymbella sp.;;sp.;
GM001A;(Hornemann) P. Dawson ex R. Ross & Sims;1978;Gomphoneis;Gomphoneis olivaceum;;olivaceum;
GO006A;Ehrenb.;1832;Gomphonema;Gomphonema acuminatum;;acuminatum;
XXG941;EDDI TP Training Set;2001;Gomphonema;Gomphonema acuminatum (agg.);x;acuminatum (agg.);
GO006C;(Ehrenb.) W. Sm.;1853;Gomphonema;Gomphonema acuminatum var. coronatum;;acuminatum;coronatum
AF_2950;Hust.;;Gomphonema;Gomphonema aequatoriale;;aequatoriale;
GO020A;Kütz.;1844;Gomphonema;Gomphonema affine;;affine;
GO020B;(Greg.) Andrews;1970;Gomphonema;Gomphonema affine var. insigne;;affine;insigne
GO003A;(Kütz.) Rabenh.;1864;Gomphonema;Gomphonema angustatum;;angustatum;
XXC978;EDDI Salinity Training Set;2001;Gomphonema;Gomphonema angustatum (agg.);x;angustatum (agg.);
AF_2935;(Kütz.) Rab.;;Gomphonema;Gomphonema angustatum + v. producta;;angustatum + v. producta;
GO003B;Grun. in Van Heurck;1880;Gomphonema;Gomphonema angustatum var. productum;;angustatum;productum
GO073A;Agardh;1831;Gomphonema;Gomphonema angustum;;angustum;
GO9989M;Agardh;1831;Gomphonema;Gomphonema angustum;;angustum;
XXG940;EDDI TP Training Set;2001;Gomphonema;Gomphonema angustum (agg.);x;angustum (agg.);
GO002A;Ehrenb.;1854;Gomphonema;Gomphonema apicatum;;apicatum;
GO019A;Ehr.;;Gomphonema;Gomphonema augur;;augur;
GO9988M;Reichardt & Lange-Bertalot;1991;Gomphonema;Gomphonema bavaricum;;bavaricum;
GO007A;Reichelt & Fricke in A. Schmidt;1902;Gomphonema;Gomphonema bohemicum;;bohemicum;
A_ZZZ979;ALPE;;Gomphonema;Gomphonema cf. bohemica/subtile type;;bohemica/subtile type;
GO9990M;S. Wunsam;;Gomphonema;Gomphonema cf. dichotomum;;dichotomum;
XXG921;EDDI TP Training Set;2001;Gomphonema;Gomphonema cf. micropus/productum;;micropus/productum;
GO9987M;S. Wunsam;;Gomphonema;Gomphonema cf. parvulum/saprophilum;;parvulum/saprophilum;
GO9985;K & L-B;1991;Gomphonema;Gomphonema cf. pumilum;;pumilum;
AF_2902;Gasse;;Gomphonema;Gomphonema clarkii;;clarkii;
GO029A;Ehr.;;Gomphonema;Gomphonema clavatum;;clavatum;
GO024C;Fricke in A. Schmidt;1902;Gomphonema;Gomphonema clevei;;clevei;
AF_2904;Hust.;1938;Gomphonema;Gomphonema clevei  var. javanica;;clevei;javanica
XXC915;EDDI Salinity Training Set;2001;Gomphonema;Gomphonema clevei (agg.);x;clevei (agg.);
GO010A;Ehrenb. ex Kütz.;1844;Gomphonema;Gomphonema constrictum;;constrictum;
GO004A;Ehrenb.;1838;Gomphonema;Gomphonema gracile;;gracile;
GO082A;M. Schmidt;1899;Gomphonema;Gomphonema grovei;;grovei;
GO082B;(Hustedt) LB;1985;Gomphonema;Gomphonema grovei var. lingulatum;;grovei;lingulatum
FSN045;Gregory;1854;Gomphonema;Gomphonema hebridense;;hebridense;
GO074A;Gregory;1854;Gomphonema;Gomphonema hebridense;;hebridense;
GO042A;Brun;1895;Gomphonema;Gomphonema helveticum;;helveticum;
F_GO025B;Kütz.;1844;Gomphonema;Gomphonema intricatum;;intricatum;
GO014A;Kütz.;1844;Gomphonema;Gomphonema intricatum;;intricatum;
XXC966;EDDI Salinity Training Set;2001;Gomphonema;Gomphonema intricatum (agg.);x;intricatum (agg.);
AF_2912;Kütz.;;Gomphonema;Gomphonema intricatum + v. vibrio;;intricatum + v. vibrio;
GO014H;(Braun ex Rabenh.) Grun. in Van Heurck;1880;Gomphonema;Gomphonema intricatum var. pulvinatum;;intricatum;pulvinatum
GO014B;Grun. in Van Heurck;1880;Gomphonema;Gomphonema intricatum var. pumilum;;intricatum;pumilum
GO014D;A. Mayer;1928;Gomphonema;Gomphonema intricatum var. pusillum;;intricatum;pusillum
AF_2930;Hust.;;Gomphonema;Gomphonema javanicum;;javanicum;
GO077A;Reichardt & L.B.;;Gomphonema;Gomphonema lacus-vulcani;;lacus-vulcani;
GO005A;A. Cleve;1895;Gomphonema;Gomphonema lagerheimei;;lagerheimei;
GO017A;Ehr.;;Gomphonema;Gomphonema lanceolatum;;lanceolatum;
GO9998M;Reichardt & Lange-Bertalot;1991;Gomphonema;Gomphonema lateripunctatum;;lateripunctatum;
GO018A;Ehrenb.;1854;Gomphonema;Gomphonema longiceps;;longiceps;
GO049A;Kütz.;1844;Gomphonema;Gomphonema micropus;;micropus;
GO050A;(Ag.) Ag.;1831;Gomphonema;Gomphonema minutum;;minutum;
GO050BM;Lange-Bertalot & Reichhardt;1991;Gomphonema;Gomphonema minutum  fo. syriacum;;minutum;
GO001A;(Hornemann) Breb.;1838;Gomphonema;Gomphonema olivaceum;;olivaceum;
GM001FM;Cleve;1894;Gomphonema;Gomphonema olivaceum  var. calcareum;;olivaceum;calcareum
XXC977;EDDI Salinity Training Set;2001;Gomphonema;Gomphonema olivaceum (agg.);x;olivaceum (agg.);
XXG939;EDDI TP Training Set;2001;Gomphonema;Gomphonema olivaceum (agg.);x;olivaceum (agg.);
AF_2922;(Lyngbye) Kütz.;;Gomphonema;Gomphonema olivaceum + v.;;olivaceum + v.;
GO001C;Hust.;;Gomphonema;Gomphonema olivaceum var. minutissima;;olivaceum;minutissima
GO013A;(Kütz.) Kütz.;1849;Gomphonema;Gomphonema parvulum;;parvulum;
TS987;EDDI Global Training Set;2001;Gomphonema;Gomphonema parvulum (agg.);x;parvulum (agg.);
